acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
-0.29,-1.01,0.09,-14.5,-8.09,3.27
-0.29,-1.01,0.07,-14.09,-11.5,5.19
-0.3,-1.04,0.06,-10.35,-14.64,8.17
-0.28,-0.98,0.02,-9.4,-17.39,13.73
-0.26,-0.95,-0.02,-8.08,-18.84,18.55
-0.28,-0.94,-0.02,-8.96,-18.43,26.78
-0.28,-0.95,-0.0,-10.66,-18.75,34.56
-0.3,-0.97,0.01,-13.44,-18.76,41.92
-0.25,-1.03,0.05,-17.69,-16.75,40.9
-0.26,-1.17,0.05,-16.98,-13.92,30.05
-0.19,-1.23,0.05,-14.06,-10.03,24.81
-0.23,-1.33,0.07,-1.42,-10.11,19.66
-0.2,-1.31,0.09,14.5,-11.62,14.72
-0.08,-1.26,0.04,29.65,-13.34,8.64
0.07,-1.1,-0.03,39.4,-10.4,4.0
0.23,-0.97,-0.04,41.56,-4.11,2.49
0.43,-0.88,-0.01,40.27,4.5,4.27
0.65,-0.86,0.07,36.6,12.95,6.06
0.84,-0.8,0.24,25.04,18.82,7.63
0.99,-0.84,0.43,3.15,17.94,8.27
1.04,-1.04,0.59,-22.18,6.18,1.56
1.19,-1.3,0.57,-48.15,-7.33,-11.04
1.36,-1.75,0.26,-33.88,-24.24,-41.36
1.41,-1.94,0.51,-63.19,-32.82,-66.37
1.67,-2.24,0.39,-61.08,-38.06,-87.25
1.71,-2.42,0.43,-47.24,-36.84,-108.76
1.76,-2.31,0.36,-20.66,-37.39,-129.1
1.76,-2.01,0.22,9.59,-31.31,-142.9
1.86,-1.44,0.01,29.04,-16.15,-134.49
1.67,-0.87,-0.09,31.65,0.9,-135.34
1.59,-0.28,-0.17,6.43,24.26,-133.24
1.44,0.1,-0.29,-28.09,43.74,-118.63
1.21,0.31,-0.4,-56.24,62.26,-98.78
0.89,0.28,-0.61,-79.3,76.06,-66.44
0.28,-0.03,-0.7,-82.14,81.6,-29.44
-0.39,-0.38,-0.79,-67.19,75.48,11.51
-0.89,-0.53,-0.98,-54.49,73.8,36.18
-1.45,-0.65,-1.08,-51.05,76.17,46.35
-1.91,-0.63,-1.14,-49.28,81.48,69.1
-2.1,-0.44,-1.2,-60.81,107.95,116.78
-2.26,-0.35,-1.18,-69.82,145.25,162.41
-2.38,-0.23,-0.94,-110.49,177.92,197.18
-2.97,-0.7,-0.43,-147.13,197.28,178.73
-2.97,-1.19,0.13,-195.08,177.37,159.27
-2.63,-1.98,0.35,-197.89,144.73,116.61
-2.31,-2.5,0.6,-168.92,99.08,71.1
-1.88,-2.79,0.61,-124.58,54.2,23.53
-1.49,-2.73,0.54,-82.89,21.85,-24.85
-1.28,-2.54,0.34,-45.97,-0.55,-70.93
-1.22,-2.23,0.05,-0.14,-18.49,-111.44
-1.15,-1.59,-0.27,45.01,-31.6,-124.38
-1.07,-0.85,-0.62,81.97,-46.53,-124.73
-0.81,-0.02,-0.96,85.45,-57.65,-118.17
-0.53,0.6,-1.17,54.96,-57.98,-100.2
-0.17,0.78,-1.26,11.57,-37.79,-72.27
-0.11,0.64,-1.29,0.61,-22.38,-53.11
-0.27,0.36,-1.07,-29.31,0.08,-29.79
-0.64,-0.19,-0.84,-46.23,19.13,-24.92
-1.32,-0.61,-0.47,-48.72,5.66,-23.76
-1.91,-1.09,-0.25,-31.22,-19.95,-26.82
-2.36,-1.44,-0.1,-7.95,-62.03,-51.94
-2.47,-1.5,-0.06,0.73,-97.1,-85.04
-2.36,-1.21,-0.13,-2.58,-112.37,-102.89
-2.19,-1.07,-0.21,-5.31,-116.56,-104.61
-2.05,-0.77,-0.19,-1.33,-127.13,-96.5
-1.79,-0.61,-0.2,3.63,-139.83,-73.91
-1.29,-0.68,-0.31,16.93,-151.95,-65.65
