acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
-0.13,-0.99,-0.11,1.94,4.08,2.27
-0.17,-1.03,-0.06,4.78,3.01,5.28
-0.22,-1.08,0.01,14.05,2.58,12.12
-0.3,-1.05,0.14,22.84,1.18,22.73
-0.51,-1.17,0.32,39.22,-8.64,36.66
-0.73,-1.22,0.49,58.41,-19.07,40.23
-1.15,-1.05,0.79,52.47,-59.83,39.76
-1.3,-0.99,1.01,9.13,-92.89,16.49
-1.22,-0.96,0.97,-38.53,-129.77,-15.13
-1.11,-1.04,0.84,-72.46,-151.3,-39.02
-1.06,-1.11,0.84,-83.22,-157.82,-50.29
-1.32,-1.17,0.98,-77.88,-176.32,-51.4
-1.46,-1.12,1.16,-73.54,-198.52,-48.64
-1.64,-1.11,1.22,-67.45,-234.14,-49.65
-1.68,-1.02,1.15,-60.15,-270.55,-51.65
-1.67,-0.83,1.07,-63.19,-304.38,-51.77
-1.52,-0.75,0.81,-65.66,-327.65,-44.73
-1.55,-0.64,0.67,-70.05,-349.68,-41.54
-1.42,-0.58,0.43,-77.47,-367.11,-39.21
-1.29,-0.61,0.13,-83.92,-365.88,-48.23
-1.24,-0.61,-0.14,-81.92,-368.95,-51.8
-1.09,-0.48,-0.46,-81.57,-358.67,-57.88
-1.1,-0.23,-0.72,-89.62,-352.14,-57.05
-1.12,-0.14,-0.93,-103.48,-350.85,-55.1
-1.12,-0.19,-1.12,-113.31,-353.98,-50.21
-1.07,-0.28,-1.34,-115.6,-356.92,-45.22
-1.06,-0.53,-1.59,-102.37,-364.43,-39.5
-0.87,-0.51,-1.75,-94.26,-361.97,-30.49
-0.62,-0.85,-2.12,-65.94,-351.44,-17.24
-0.28,-0.85,-2.32,-36.85,-329.73,-8.87
0.05,-0.82,-2.58,-24.31,-303.59,-9.83
0.37,-0.72,-2.77,-27.4,-267.95,-12.75
0.78,-0.74,-3.22,-36.55,-223.33,-36.89
1.13,-0.84,-3.23,-36.49,-150.23,-32.26
1.31,-0.97,-3.3,-10.43,-72.02,-38.26
1.26,-0.8,-3.04,1.66,-17.86,10.14
1.06,-0.82,-2.85,12.73,33.47,37.1
0.94,-0.6,-2.45,2.61,89.5,34.08
0.63,-0.65,-2.12,-12.43,136.08,19.01
0.37,-0.65,-1.79,-29.92,174.03,7.92
0.08,-0.75,-1.48,-38.49,195.77,4.14
-0.12,-0.91,-1.24,-31.21,211.37,10.49
-0.28,-1.05,-1.1,-9.85,222.5,17.31
-0.44,-1.09,-1.03,17.22,219.59,28.61
-0.38,-1.1,-1.11,47.15,217.16,37.69
-0.23,-1.01,-1.27,73.22,225.07,45.83
-0.1,-0.89,-1.41,92.96,246.23,54.49
-0.11,-0.72,-1.46,101.76,269.31,62.2
-0.13,-0.63,-1.5,101.18,291.76,62.4
-0.19,-0.56,-1.49,93.71,313.95,61.48
-0.32,-0.57,-1.44,85.85,332.0,60.79
-0.45,-0.55,-1.36,78.35,348.44,59.83
-0.55,-0.56,-1.32,73.25,362.47,62.5
-0.67,-0.55,-1.24,72.05,371.48,69.59
-0.78,-0.61,-1.13,76.4,377.08,76.0
-0.9,-0.63,-0.98,84.37,377.22,80.26
-1.01,-0.62,-0.82,88.31,371.5,82.53
-1.27,-0.62,-0.5,89.36,348.98,77.88
-1.41,-0.57,-0.2,81.74,313.82,73.04
-1.31,-0.57,0.03,74.29,280.2,71.68
-1.23,-0.61,0.01,55.98,267.83,60.95
-1.19,-0.78,0.12,67.53,236.85,54.44
-1.19,-0.58,0.22,52.66,229.79,44.82
-1.36,-0.53,0.47,32.32,214.46,30.93
-1.43,-0.43,0.65,-11.22,202.34,14.63
-1.53,-0.63,0.86,-48.84,177.39,1.94
-1.6,-0.92,1.01,-64.05,145.45,-3.25
-1.28,-1.38,1.02,-58.4,115.98,1.77
-1.28,-1.66,0.99,-20.23,81.62,2.27
-1.1,-1.62,0.89,15.77,58.72,2.78
-0.92,-1.5,0.71,43.07,42.06,3.92
-0.81,-1.27,0.54,57.37,31.28,5.54
-0.6,-1.04,0.37,55.04,26.08,8.47
-0.51,-0.98,0.24,45.37,18.08,15.18
-0.5,-1.02,0.16,37.28,16.24,10.49
-0.34,-1.0,0.05,26.79,15.57,4.61
-0.31,-1.01,-0.02,18.27,15.94,-2.02
-0.27,-1.01,-0.07,11.88,13.51,-7.25
-0.34,-1.02,-0.06,7.22,9.65,-11.36
-0.31,-1.03,-0.08,7.48,2.69,-13.42
-0.29,-1.07,-0.09,12.03,-6.47,-13.42
-0.22,-1.03,-0.12,17.33,-13.33,-11.59
-0.17,-1.01,-0.19,22.26,-16.82,-6.52
-0.1,-0.96,-0.25,23.53,-16.63,-1.22
0.0,-0.95,-0.29,21.74,-15.3,2.61
0.01,-0.97,-0.3,16.95,-9.01,1.5
0.02,-0.98,-0.3,13.47,-5.28,0.46
-0.05,-1.0,-0.23,11.63,-1.02,-0.4
-0.1,-1.02,-0.19,11.18,0.67,0.82
-0.12,-1.01,-0.17,11.79,0.31,2.31
-0.14,-0.98,-0.16,10.41,-1.08,3.34
-0.14,-0.98,-0.16,8.41,-1.28,4.6
-0.15,-0.97,-0.13,5.13,-2.4,3.94
-0.14,-0.96,-0.12,1.05,-2.5,1.27
-0.15,-0.92,-0.12,-3.42,-1.68,-0.35
-0.16,-0.9,-0.12,-7.27,0.64,-1.24
-0.18,-0.9,-0.11,-10.0,1.71,-0.17
-0.2,-0.92,-0.1,-10.47,0.72,0.75
-0.2,-0.94,-0.08,-11.21,-1.08,1.51
-0.19,-0.96,-0.09,-11.47,-3.73,0.66
