acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.1,-0.99,0.07,0.75,1.28,1.68
0.09,-0.97,0.07,1.62,1.86,2.34
0.09,-0.95,0.06,-0.38,1.5,2.17
0.09,-0.95,0.07,-2.0,1.5,2.6
0.09,-0.97,0.08,-0.95,1.94,3.56
0.09,-0.98,0.08,-0.41,1.19,2.72
0.09,-0.97,0.07,-1.79,0.87,2.14
0.09,-0.98,0.08,-1.48,1.18,2.37
0.08,-0.99,0.09,-0.56,1.27,3.48
0.08,-1.01,0.09,0.99,0.32,3.91
0.09,-1.0,0.07,2.37,0.96,4.47
0.09,-0.97,0.06,1.88,1.08,3.92
0.1,-0.96,0.05,-0.32,1.37,2.75
0.1,-0.97,0.07,-1.25,1.21,1.71
0.1,-0.98,0.08,-1.53,1.44,1.07
0.11,-0.98,0.06,-2.4,1.34,-0.56
0.1,-0.95,0.06,-3.82,1.74,-1.68
0.08,-0.95,0.06,-5.54,1.04,-1.24
0.07,-0.98,0.08,-3.76,0.87,1.07
0.08,-1.0,0.08,-0.27,0.9,3.19
0.09,-1.0,0.09,1.85,1.62,4.87
0.09,-1.01,0.08,3.28,1.16,4.06
0.1,-0.98,0.06,0.73,1.16,0.44
0.1,-0.96,0.05,-3.1,1.6,-2.2
0.07,-0.97,0.08,-4.58,1.45,-2.69
0.07,-1.01,0.09,-0.89,1.31,-0.98
0.07,-0.97,0.07,1.63,1.6,1.5
0.09,-0.96,0.05,0.67,1.1,1.63
0.08,-0.96,0.06,-1.76,0.49,-0.31
0.09,-0.97,0.07,-2.82,0.76,-1.02
0.09,-0.98,0.08,-1.77,0.85,-1.02
0.1,-0.97,0.07,-0.56,1.27,-0.14
0.11,-0.95,0.05,-1.33,1.66,-1.13
0.11,-0.93,0.04,-4.69,2.03,-2.72
0.09,-0.94,0.06,-7.15,1.98,-3.25
0.07,-0.97,0.09,-6.46,2.18,-0.96
0.06,-0.98,0.09,-2.81,2.06,2.55
0.06,-0.97,0.08,-0.84,1.51,5.24
0.07,-0.98,0.07,-0.34,1.62,5.86
0.1,-0.98,0.07,-2.46,1.11,3.24
0.1,-0.99,0.07,-4.37,1.8,1.15
0.08,-1.01,0.09,-2.89,1.44,0.32
0.07,-1.01,0.11,-0.75,0.24,-0.05
0.09,-0.97,0.07,-0.4,0.21,0.5
0.1,-0.97,0.06,-1.48,0.29,-0.05
0.09,-0.97,0.04,-2.43,1.11,0.61
0.08,-0.97,0.06,-1.47,1.13,1.66
0.09,-0.97,0.05,-1.33,1.42,2.17
0.09,-0.97,0.05,-2.61,1.13,1.27
0.1,-0.98,0.07,-3.83,1.51,0.26
0.1,-0.98,0.07,-3.92,1.95,-0.35
0.09,-0.99,0.08,-3.22,1.51,-0.96
0.09,-0.97,0.07,-3.21,1.4,-0.81
0.08,-0.97,0.08,-3.39,1.39,-0.63
0.07,-0.97,0.08,-3.65,1.08,-0.15
0.08,-0.99,0.08,-2.58,1.01,1.11
0.08,-0.98,0.08,-1.16,1.08,2.81
0.08,-0.95,0.07,-1.68,0.81,3.63
0.09,-0.96,0.06,-3.54,0.58,3.19
0.08,-0.97,0.07,-4.79,0.15,2.35
0.09,-0.99,0.08,-3.45,-0.52,1.74
0.11,-1.01,0.06,-1.22,0.63,1.31
0.1,-0.99,0.07,-1.33,0.64,0.0
0.09,-0.99,0.05,-2.27,0.47,-1.28
0.09,-1.0,0.06,-1.89,0.47,-1.86
0.09,-0.98,0.06,-1.63,0.95,-1.05
0.08,-0.97,0.05,-1.21,0.9,0.2
0.09,-0.98,0.07,-0.26,1.24,1.57
0.1,-0.97,0.05,-0.49,1.83,1.63
0.09,-0.97,0.06,-1.65,1.5,0.95
0.1,-0.97,0.07,-1.45,1.97,1.02
0.1,-0.97,0.07,-1.51,1.97,0.49
0.1,-0.98,0.07,-1.07,2.41,0.24
0.1,-0.97,0.07,-0.87,2.85,-0.6
0.08,-0.97,0.08,-1.36,2.67,-0.09
0.07,-0.98,0.09,-1.04,2.14,0.0
0.08,-0.98,0.08,-1.4,1.73,-0.26
0.07,-0.97,0.06,-2.87,1.62,-0.44
0.07,-0.98,0.07,-2.87,1.1,-0.34
0.07,-0.98,0.07,-2.14,1.13,0.67
0.08,-0.99,0.06,-1.51,1.21,0.87
0.08,-0.97,0.07,-1.82,1.18,1.13
0.09,-0.97,0.08,-2.47,0.73,1.1
0.1,-0.98,0.07,-2.56,1.19,0.63
0.1,-0.99,0.07,-2.55,1.39,-0.14
0.09,-0.99,0.07,-1.91,1.4,-0.14
0.09,-0.98,0.07,0.29,1.65,0.98
0.08,-0.97,0.07,0.89,1.83,2.15
0.09,-0.96,0.06,0.03,1.66,2.44
0.1,-0.96,0.05,-1.42,1.85,1.6
0.1,-0.97,0.05,-2.81,2.32,0.29
0.08,-0.96,0.06,-4.24,2.14,-0.85
0.09,-0.99,0.07,-4.49,1.74,-1.18
0.09,-0.99,0.08,-3.33,1.85,-0.85
0.1,-1.01,0.07,-0.79,1.73,-0.76
0.08,-0.99,0.06,0.49,2.12,0.24
0.08,-0.97,0.06,1.07,1.59,0.7
0.08,-0.95,0.05,0.11,1.83,1.68
0.08,-0.95,0.06,-2.06,1.8,1.94
0.1,-0.96,0.05,-3.91,1.86,1.1
