acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
-0.21,-0.95,-0.25,-7.85,-11.51,-0.49
-0.22,-0.93,-0.23,-9.83,-13.54,-0.27
-0.24,-0.92,-0.22,-12.49,-15.63,-1.18
-0.23,-0.93,-0.2,-15.11,-18.14,0.31
-0.23,-0.98,-0.19,-13.86,-19.73,3.28
-0.27,-0.96,-0.2,-11.5,-21.53,7.33
-0.22,-0.99,-0.2,-8.23,-23.47,7.92
-0.22,-0.98,-0.2,-5.85,-24.29,9.44
-0.23,-0.96,-0.22,-5.42,-24.79,11.27
-0.29,-1.03,-0.17,-2.41,-29.19,13.53
-0.3,-1.15,-0.16,10.58,-33.85,18.29
-0.3,-1.28,-0.14,30.81,-39.33,23.91
-0.36,-1.42,-0.1,58.76,-47.95,25.76
-0.34,-1.45,-0.15,89.31,-55.85,27.21
-0.35,-1.47,-0.15,117.82,-64.5,24.78
-0.34,-1.41,-0.18,140.73,-72.47,20.93
-0.3,-1.34,-0.24,156.31,-77.97,20.06
-0.29,-1.22,-0.25,165.24,-80.89,14.2
-0.33,-1.17,-0.24,169.47,-86.14,14.05
-0.34,-1.2,-0.23,177.94,-88.79,8.67
-0.37,-1.24,-0.19,189.21,-96.14,12.34
-0.38,-1.38,-0.13,214.96,-102.15,18.56
-0.38,-1.34,-0.16,233.44,-110.52,16.29
-0.32,-1.29,-0.18,246.64,-114.35,12.0
-0.26,-1.38,-0.2,259.6,-116.82,3.4
-0.29,-1.43,-0.14,276.02,-119.51,-4.9
-0.26,-1.39,-0.13,297.48,-119.25,-12.38
-0.33,-1.31,-0.11,313.95,-121.45,-14.24
-0.33,-1.25,-0.08,329.73,-121.56,-3.37
-0.3,-1.23,-0.09,344.9,-124.11,-8.44
-0.22,-1.12,-0.13,350.08,-123.69,-13.39
-0.07,-1.15,-0.13,358.0,-116.95,-20.05
-0.0,-1.05,-0.14,358.06,-106.63,-33.62
-0.02,-0.93,-0.12,353.08,-97.21,-47.69
-0.13,-0.73,-0.01,340.06,-90.6,-57.1
-0.15,-0.69,0.07,338.75,-88.99,-48.41
-0.1,-0.52,0.08,335.08,-80.34,-39.25
-0.07,-0.31,0.13,314.73,-73.82,-36.55
-0.03,-0.43,0.22,299.97,-69.6,-32.64
0.13,-0.49,0.18,300.38,-59.62,-36.82
0.25,-0.32,0.15,287.3,-44.73,-49.85
0.29,-0.07,0.13,253.51,-27.62,-65.74
0.27,0.03,0.23,218.03,-7.13,-77.36
0.23,0.06,0.27,187.39,10.61,-85.22
0.1,0.12,0.39,156.73,23.13,-92.99
-0.08,0.15,0.55,128.98,22.06,-98.73
-0.19,0.14,0.64,114.55,20.03,-87.8
-0.29,0.01,0.78,111.69,11.74,-68.18
-0.19,-0.38,0.8,141.37,5.65,-45.42
-0.08,-0.42,0.75,166.44,3.47,-47.65
0.03,-0.25,0.69,167.44,5.91,-59.98
0.03,-0.1,0.63,159.48,10.92,-73.54
-0.05,0.03,0.64,153.05,13.4,-77.01
-0.17,0.23,0.68,146.34,8.47,-75.04
-0.15,0.51,0.66,130.43,4.9,-62.26
-0.05,0.66,0.62,104.15,5.65,-45.28
-0.01,0.56,0.65,76.9,6.17,-34.27
0.1,0.37,0.58,64.84,12.52,-27.36
0.08,0.36,0.62,51.66,18.99,-28.14
0.01,0.4,0.67,33.37,23.1,-29.76
-0.07,0.44,0.72,14.2,22.9,-30.7
-0.09,0.45,0.74,-2.78,21.18,-30.66
-0.14,0.45,0.72,-20.44,17.44,-28.46
-0.08,0.47,0.69,-36.0,15.3,-24.0
-0.06,0.4,0.65,-45.86,15.15,-14.63
0.02,0.17,0.63,-36.08,19.88,2.2
0.02,0.12,0.63,-25.82,24.7,9.65
-0.0,0.17,0.64,-26.18,27.98,8.29
-0.02,0.2,0.64,-33.73,30.56,2.38
-0.03,0.21,0.66,-43.73,32.78,-2.29
-0.07,0.26,0.68,-53.86,31.6,-5.28
-0.06,0.26,0.64,-62.72,32.29,-3.37
-0.06,0.18,0.63,-65.57,34.03,6.34
-0.07,0.04,0.67,-58.0,35.51,15.54
-0.07,-0.06,0.69,-43.02,37.68,23.89
-0.08,-0.04,0.71,-30.31,40.99,28.17
-0.09,0.01,0.71,-23.71,42.46,24.37
-0.15,0.1,0.73,-27.28,40.43,17.56
-0.14,0.11,0.72,-32.52,39.51,11.8
-0.1,0.07,0.72,-32.11,40.0,10.95
-0.07,0.03,0.69,-23.39,42.31,14.29
-0.11,0.07,0.71,-14.96,44.05,18.85
-0.11,0.13,0.7,-14.35,47.48,22.27
-0.15,0.15,0.74,-18.6,51.07,22.23
-0.19,0.09,0.8,-23.45,52.69,19.02
-0.24,-0.01,0.82,-21.66,52.18,15.34
-0.27,-0.04,0.86,-11.89,49.53,14.0
-0.28,-0.01,0.83,-0.84,46.52,18.47
-0.2,0.06,0.79,6.81,46.98,22.79
-0.15,0.14,0.72,4.98,51.01,23.68
-0.17,0.13,0.73,-3.77,55.47,20.73
-0.23,0.06,0.78,-7.65,58.34,16.09
-0.28,0.04,0.84,-11.25,59.36,9.21
-0.31,0.0,0.88,-10.09,60.03,8.29
-0.38,-0.01,0.9,-6.49,58.2,10.87
-0.39,-0.0,0.89,0.44,53.92,13.66
-0.32,-0.07,0.83,14.37,52.9,16.84
-0.25,-0.01,0.77,23.73,56.29,14.47
-0.26,0.14,0.76,17.22,60.67,7.24
-0.29,0.22,0.78,1.94,65.07,0.18
