acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.16,-0.97,-0.04,-0.06,2.14,-2.85
0.14,-0.98,-0.02,0.66,1.51,-2.53
0.11,-0.99,-0.01,2.29,0.03,-0.65
0.11,-0.95,-0.01,2.31,-0.83,0.85
0.09,-0.94,-0.02,-0.04,-1.6,2.47
0.06,-0.94,-0.03,-4.17,-2.06,1.49
0.03,-0.98,-0.03,-9.45,-2.93,-1.13
0.01,-1.07,-0.05,-10.57,-3.8,-3.47
-0.02,-1.12,-0.08,-7.79,-3.7,-4.34
-0.08,-1.15,-0.1,-3.73,-4.39,-5.55
-0.14,-1.15,-0.14,-0.66,-6.24,-7.78
-0.18,-1.1,-0.21,0.6,-6.02,-9.96
-0.23,-1.04,-0.24,-1.74,-5.5,-11.45
-0.31,-1.01,-0.32,-7.53,-5.5,-15.68
-0.34,-1.01,-0.37,-12.9,-5.29,-17.89
-0.38,-1.0,-0.44,-14.29,-4.5,-17.63
-0.4,-0.98,-0.48,-17.23,-1.72,-16.88
-0.47,-0.97,-0.5,-21.88,-0.17,-19.97
-0.52,-0.99,-0.51,-29.17,2.16,-24.93
-0.61,-1.13,-0.45,-29.83,2.45,-30.39
-0.6,-1.22,-0.43,-18.39,1.4,-32.08
-0.64,-1.26,-0.35,-1.98,0.04,-29.2
-0.62,-1.08,-0.34,10.65,-1.05,-26.05
-0.63,-0.96,-0.25,12.15,-5.36,-24.36
-0.57,-0.9,-0.2,13.5,-12.6,-21.63
-0.41,-0.85,-0.2,19.85,-16.69,-13.85
-0.34,-0.68,-0.16,15.95,-20.92,-8.55
-0.21,-0.64,-0.15,4.26,-27.44,-7.65
-0.06,-0.68,-0.15,-1.21,-34.7,-5.44
0.2,-0.67,-0.16,-9.01,-33.8,1.95
0.3,-0.81,-0.07,-1.46,-33.95,13.55
0.47,-0.87,-0.04,6.18,-31.04,21.72
0.56,-0.89,0.06,10.43,-30.05,32.82
0.61,-0.92,0.13,13.21,-21.93,41.85
0.63,-0.93,0.21,11.96,-24.0,44.51
0.69,-0.92,0.2,8.08,-27.5,45.34
0.68,-0.89,0.3,3.36,-32.14,41.27
0.98,-0.96,0.19,-2.47,-32.61,41.76
1.18,-1.13,0.13,6.28,-31.73,48.85
1.4,-1.15,0.03,14.37,-20.73,56.18
