acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.18,-0.62,0.12,8.2,1.86,-12.6
0.17,-0.55,0.1,3.85,1.74,-11.07
0.17,-0.44,0.08,-3.77,2.47,-7.42
0.13,-0.34,0.07,-13.89,1.85,-2.93
0.12,-0.26,0.06,-25.3,1.01,5.59
0.11,-0.22,0.04,-33.21,2.53,18.34
0.07,-0.17,0.04,-41.79,3.4,30.92
-0.0,-0.05,0.03,-52.49,2.89,46.5
-0.04,0.04,0.03,-65.19,1.68,64.82
-0.08,0.06,0.01,-77.11,-2.61,80.29
-0.03,0.06,-0.06,-86.92,-5.8,94.56
0.03,0.03,-0.12,-96.29,-4.63,107.74
0.02,-0.0,-0.19,-105.42,-4.52,117.07
0.09,-0.08,-0.28,-112.46,-2.46,126.44
0.49,0.11,-0.57,-136.44,19.02,128.55
-0.02,-0.16,-0.31,-149.76,8.29,119.5
0.01,-0.48,-0.35,-143.39,5.82,128.02
-0.01,-0.54,-0.38,-133.39,11.04,139.8
-0.04,-0.48,-0.48,-140.38,21.31,147.71
-0.14,-0.6,-0.46,-159.01,20.17,144.61
-0.41,-0.93,-0.29,-172.79,16.06,136.2
-0.55,-1.36,-0.19,-169.77,5.98,133.42
-0.59,-1.75,-0.12,-152.09,1.39,132.73
-0.64,-1.98,-0.04,-133.95,-1.59,123.97
-0.62,-2.12,0.03,-114.15,-8.87,105.18
-0.55,-2.18,-0.01,-91.08,-15.85,86.09
-0.38,-2.13,-0.13,-62.2,-9.98,73.56
-0.45,-1.79,-0.14,-47.74,-6.08,60.56
-0.54,-1.47,-0.14,-50.24,-9.85,47.98
-0.54,-1.09,-0.22,-72.4,-17.69,37.39
-0.46,-1.09,-0.37,-88.92,-20.18,40.95
-0.46,-1.17,-0.4,-96.52,-16.79,56.52
-0.46,-1.33,-0.39,-104.23,-11.65,62.75
-0.46,-1.55,-0.38,-104.66,-8.12,64.24
-0.44,-1.74,-0.31,-99.76,-6.64,64.18
-0.39,-1.91,-0.28,-85.37,-4.43,54.46
-0.39,-1.94,-0.27,-69.16,-6.69,36.31
-0.35,-1.93,-0.28,-56.09,-7.13,17.66
-0.35,-1.9,-0.3,-36.23,-7.24,6.32
-0.33,-1.79,-0.35,-11.63,-4.41,7.45
-0.33,-1.55,-0.4,6.26,-0.26,15.82
-0.31,-1.4,-0.46,15.19,4.49,20.72
-0.29,-1.34,-0.47,14.73,7.56,17.57
-0.28,-1.37,-0.47,13.34,9.68,6.79
-0.31,-1.48,-0.44,18.0,11.54,-2.5
-0.35,-1.55,-0.42,27.95,12.0,-11.76
-0.38,-1.55,-0.43,37.77,12.78,-19.07
-0.4,-1.5,-0.49,44.44,16.79,-25.08
-0.54,-1.45,-0.46,43.54,19.33,-30.55
-0.62,-1.56,-0.38,43.27,17.31,-32.37
-0.65,-1.78,-0.29,55.47,10.67,-40.5
-0.55,-1.92,-0.32,76.08,6.84,-52.87
-0.55,-1.87,-0.34,94.44,6.55,-69.95
-0.61,-1.7,-0.34,98.98,1.79,-93.88
-0.58,-1.64,-0.4,99.8,-1.16,-114.84
-0.55,-1.55,-0.39,101.24,-1.86,-127.63
-0.6,-1.48,-0.35,108.0,-4.66,-133.21
-0.62,-1.35,-0.29,109.6,-10.63,-138.29
-0.59,-1.31,-0.29,118.79,-11.76,-137.54
-0.51,-1.27,-0.3,123.27,-13.47,-139.89
-0.47,-1.25,-0.24,125.11,-15.65,-148.55
-0.38,-1.21,-0.19,129.02,-18.64,-158.67
-0.25,-1.05,-0.29,133.68,-13.79,-166.92
-0.3,-0.88,-0.24,132.4,-13.01,-172.12
-0.27,-0.71,-0.2,125.76,-16.09,-173.1
-0.21,-0.52,-0.2,119.68,-17.59,-166.52
-0.18,-0.34,-0.13,111.28,-19.82,-150.93
-0.05,-0.29,-0.19,107.11,-11.4,-137.95
-0.02,-0.15,-0.13,101.04,-11.76,-127.91
0.02,-0.11,-0.09,87.59,-16.87,-123.36
0.12,-0.22,-0.09,77.6,-24.18,-119.24
0.28,-0.2,-0.16,78.49,-13.79,-104.79
0.08,-0.18,-0.04,83.02,-12.98,-84.2
0.23,0.02,-0.12,72.29,-5.77,-72.41
0.2,0.1,-0.09,56.6,-4.84,-61.65
0.19,0.03,-0.07,39.68,-6.37,-48.7
0.23,-0.12,-0.05,31.15,-4.61,-35.47
0.22,-0.23,-0.01,25.31,-2.61,-25.15
0.24,-0.32,0.02,18.98,1.39,-17.39
0.21,-0.41,0.07,14.92,0.98,-14.67
0.23,-0.38,0.05,9.22,1.18,-10.03
0.25,-0.41,0.04,5.07,3.89,-2.09
0.24,-0.42,0.03,-1.76,6.5,5.15
0.2,-0.5,0.06,-9.47,5.42,8.63
0.22,-0.53,0.06,-16.41,3.79,10.2
0.23,-0.66,0.08,-19.07,6.96,15.39
0.2,-0.81,0.1,-14.69,8.92,22.08
0.2,-0.91,0.11,-8.78,11.01,28.49
0.19,-0.99,0.14,-2.31,12.85,31.07
0.17,-0.99,0.14,-1.3,14.44,30.18
0.17,-1.01,0.16,-5.15,15.16,25.79
0.16,-1.06,0.17,-8.99,15.82,20.92
0.13,-1.14,0.21,-7.1,15.83,18.08
0.14,-1.18,0.24,-0.4,15.28,16.21
0.14,-1.17,0.24,5.65,13.74,13.4
0.15,-1.12,0.25,8.93,12.84,11.31
0.17,-1.07,0.22,11.15,12.47,10.12
0.16,-1.0,0.22,11.02,12.09,9.42
0.14,-0.97,0.22,8.23,10.0,9.16
0.16,-0.96,0.2,6.67,9.59,11.02
