acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.21,-0.95,0.15,0.21,2.67,-7.27
0.21,-1.0,0.17,-1.22,4.58,-9.56
0.21,-1.01,0.18,1.25,4.74,-8.28
0.21,-1.01,0.17,4.38,4.66,-6.56
0.2,-0.99,0.18,5.38,4.67,-5.92
0.19,-0.98,0.19,3.69,3.33,-9.02
0.2,-1.0,0.2,2.12,1.89,-13.03
0.2,-1.03,0.2,3.56,1.34,-15.8
0.23,-1.02,0.2,7.11,1.42,-18.07
0.23,-0.99,0.2,9.21,2.73,-19.53
0.22,-0.94,0.21,9.35,2.64,-20.35
0.21,-0.91,0.21,7.53,2.1,-21.36
0.22,-0.9,0.21,6.01,1.78,-22.39
0.22,-0.91,0.22,5.92,1.41,-22.32
0.22,-0.93,0.22,8.56,-0.06,-22.04
0.24,-0.92,0.2,11.7,-1.04,-22.72
0.28,-0.88,0.17,12.79,-0.12,-25.57
0.3,-0.81,0.16,10.56,2.5,-30.08
0.29,-0.77,0.16,7.92,3.64,-32.06
0.29,-0.74,0.16,7.32,4.53,-30.21
0.27,-0.69,0.16,7.25,4.26,-25.4
0.24,-0.67,0.14,6.92,2.79,-21.22
0.22,-0.61,0.13,4.18,1.03,-17.85
0.22,-0.55,0.12,-1.62,0.21,-15.53
0.19,-0.51,0.11,-5.02,-0.89,-10.72
0.18,-0.43,0.07,-3.81,-1.31,1.63
0.16,-0.31,0.04,-0.79,0.79,21.15
0.06,-0.19,0.07,3.97,-3.38,42.6
0.03,0.12,-0.02,-2.65,0.68,71.02
-0.1,0.37,-0.0,-17.73,-8.85,92.92
-0.24,0.56,0.0,-41.82,-22.12,119.29
-0.35,0.61,-0.08,-73.98,-31.59,143.22
-0.52,0.49,-0.09,-114.0,-40.22,168.18
-0.69,0.12,-0.09,-139.85,-48.76,197.42
-0.81,-0.4,-0.09,-144.38,-62.93,226.85
-0.94,-0.65,0.01,-128.83,-74.56,250.13
-0.91,-0.82,-0.05,-115.21,-92.25,250.13
-0.61,-0.92,-0.22,-110.31,-91.43,250.13
-0.57,-0.98,-0.2,-109.81,-83.57,250.13
-0.49,-0.99,-0.12,-111.56,-75.45,250.13
0.3,-0.85,-0.32,-140.34,-37.75,250.13
-0.14,-1.3,-0.26,-140.46,-47.73,242.92
-0.1,-1.41,-0.27,-126.36,-35.39,227.11
-0.09,-1.36,-0.27,-110.98,-19.01,232.81
-0.1,-1.48,-0.39,-106.47,-9.37,221.95
-0.14,-1.11,-0.38,-136.42,-11.86,194.23
-0.26,-1.41,-0.34,-150.5,-2.65,173.29
-0.38,-1.73,-0.2,-159.81,-13.21,137.21
-0.26,-2.0,-0.33,-153.69,-16.43,96.37
-0.17,-2.0,-0.37,-119.62,-2.98,91.7
-0.32,-2.0,-0.41,-97.05,10.29,78.61
-0.42,-1.99,-0.44,-89.02,20.47,72.24
-0.48,-1.95,-0.5,-88.31,29.05,61.47
-0.57,-2.0,-0.48,-91.03,33.5,36.11
-0.57,-2.0,-0.43,-78.6,36.67,10.96
-0.63,-2.0,-0.36,-43.55,37.44,-8.82
-0.64,-2.0,-0.36,13.73,40.63,-18.5
-0.7,-2.0,-0.32,64.5,39.33,-30.0
-0.69,-2.0,-0.35,88.59,34.28,-50.12
-0.64,-1.96,-0.44,87.21,34.92,-74.6
-0.56,-1.9,-0.49,73.8,38.53,-99.22
-0.61,-1.88,-0.44,67.73,42.63,-117.9
-0.63,-1.93,-0.41,69.55,38.85,-136.97
-0.66,-1.98,-0.41,83.53,41.95,-148.75
-0.62,-1.81,-0.36,93.76,43.37,-153.6
-0.63,-1.66,-0.31,108.98,36.19,-164.96
-0.62,-1.45,-0.33,119.04,26.98,-175.73
-0.55,-1.31,-0.35,123.05,20.76,-188.74
-0.52,-1.26,-0.32,123.39,15.69,-200.9
-0.36,-1.27,-0.38,129.27,16.8,-208.72
-0.32,-1.14,-0.36,137.52,22.82,-219.05
-0.33,-0.91,-0.36,132.56,23.98,-227.55
-0.35,-0.69,-0.32,120.93,28.23,-227.66
-0.41,-0.54,-0.22,111.4,21.71,-218.44
-0.39,-0.5,-0.18,111.34,16.73,-203.07
-0.28,-0.46,-0.19,109.4,13.39,-185.09
-0.14,-0.39,-0.2,106.72,15.25,-169.15
-0.08,-0.29,-0.18,97.09,18.34,-157.88
-0.05,-0.22,-0.14,82.19,21.4,-151.06
-0.08,-0.15,-0.06,68.18,17.43,-146.22
-0.07,-0.11,-0.02,53.79,13.11,-131.46
-0.01,-0.18,-0.0,47.85,10.21,-113.91
0.04,-0.18,-0.01,44.91,8.57,-96.11
0.11,-0.18,-0.0,40.03,9.41,-80.63
0.11,-0.18,0.02,34.24,10.27,-68.45
0.12,-0.23,0.06,26.89,8.52,-57.85
0.19,-0.27,0.04,22.09,9.27,-47.31
0.22,-0.28,0.01,16.22,13.62,-37.4
0.21,-0.29,0.04,6.03,16.29,-29.26
0.19,-0.32,0.05,-4.02,17.66,-20.97
0.15,-0.44,0.12,-11.7,15.31,-14.2
0.1,-0.58,0.15,-13.75,10.48,-6.18
0.14,-0.71,0.14,-8.34,7.45,4.16
0.16,-0.75,0.14,-1.55,6.21,12.69
0.18,-0.73,0.12,-1.04,5.73,16.39
0.23,-0.73,0.1,-6.19,6.41,15.56
0.23,-0.77,0.11,-10.24,7.73,15.67
0.2,-0.82,0.11,-11.01,7.96,15.74
0.2,-0.82,0.13,-15.66,6.93,15.6
0.2,-0.89,0.13,-16.76,6.83,15.79
