acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
-0.09,-1.6,-0.05,51.44,-20.78,-28.0
-0.03,-1.99,0.06,104.78,-24.67,-35.45
-0.07,-2.75,0.07,221.57,-28.55,-24.53
-0.17,-3.29,0.02,404.21,-48.21,3.68
-0.17,-3.55,-0.55,500.26,-79.13,42.31
0.1,-3.15,-1.24,500.26,-87.83,84.79
0.53,-2.85,-2.05,500.26,-68.35,104.03
0.55,-2.85,-2.36,500.26,-30.06,106.72
0.58,-2.74,-2.83,500.26,5.25,115.31
0.64,-2.21,-3.39,500.26,59.57,131.69
0.6,-1.48,-3.71,500.26,111.6,148.63
0.53,-0.72,-3.79,500.26,147.28,143.69
0.25,-0.1,-3.56,500.26,154.03,130.96
0.16,0.32,-3.27,500.26,144.56,114.06
0.26,0.54,-3.03,500.26,142.93,90.66
0.45,0.71,-2.94,500.26,166.87,85.56
0.3,1.03,-2.75,500.26,184.7,92.56
0.06,1.76,-2.46,500.26,198.06,66.55
-0.38,2.58,-1.95,500.26,173.28,47.34
-0.71,3.31,-1.38,500.26,121.39,21.31
-0.91,3.48,-1.07,420.08,60.49,-11.1
-0.65,3.33,-1.1,271.34,29.71,-31.33
-0.32,3.16,-1.12,165.66,33.15,-32.79
-0.05,2.93,-0.95,99.45,56.56,-9.69
-0.03,2.63,-0.61,57.18,82.95,22.46
-0.14,2.28,-0.24,31.98,100.52,38.9
-0.36,1.93,0.12,26.26,101.21,44.31
-0.49,1.85,0.45,21.8,91.02,39.24
-0.62,1.94,0.66,5.34,75.69,32.55
-0.71,1.93,0.78,-17.62,49.1,19.21
-0.7,2.04,0.77,-50.03,24.41,7.79
-0.59,2.04,0.71,-80.41,7.45,9.97
-0.53,2.12,0.58,-110.23,-2.64,15.15
-0.44,2.33,0.44,-152.34,-8.38,20.03
-0.39,2.46,0.31,-211.54,-8.76,28.06
-0.39,2.46,0.18,-281.01,-9.16,21.65
-0.4,2.42,0.02,-364.98,-13.19,-2.93
-0.39,2.45,-0.15,-466.66,-19.56,-46.47
-0.34,2.35,-0.29,-500.27,-27.85,-104.09
-0.37,2.19,-0.39,-500.27,-48.96,-187.79
-0.38,2.03,-0.58,-500.27,-86.43,-282.35
-0.22,1.91,-0.89,-500.27,-127.24,-369.39
-0.06,1.5,-1.2,-500.27,-166.72,-446.32
0.16,1.02,-1.52,-500.27,-215.73,-499.98
0.5,0.41,-1.82,-500.27,-245.85,-500.27
0.74,-0.23,-1.93,-500.27,-261.28,-500.27
1.08,-0.5,-1.91,-500.27,-247.42,-492.95
1.23,-0.65,-1.77,-500.27,-190.44,-443.05
1.05,-0.43,-1.56,-500.27,-132.82,-360.7
0.85,-0.38,-1.41,-500.27,-84.79,-251.53
0.56,-0.56,-1.22,-500.27,-51.21,-148.6
0.26,-0.87,-0.92,-500.27,-38.72,-59.36
-0.08,-1.19,-0.58,-500.27,-52.27,1.91
-0.38,-1.32,-0.19,-445.73,-72.73,36.85
-0.42,-1.33,-0.05,-374.09,-84.79,54.72
-0.33,-1.44,-0.0,-320.38,-98.08,62.95
-0.1,-1.74,-0.14,-257.04,-109.85,49.1
0.08,-1.8,-0.22,-198.67,-103.11,38.85
0.13,-1.73,-0.27,-148.73,-86.87,32.99
0.11,-1.58,-0.31,-107.71,-75.91,21.83
0.13,-1.4,-0.39,-84.43,-68.9,9.33
0.15,-1.19,-0.42,-77.97,-60.41,-3.34
0.16,-1.15,-0.48,-73.76,-50.98,-11.37
0.17,-1.13,-0.51,-66.03,-40.99,-16.02
0.11,-1.07,-0.46,-61.6,-33.6,-12.73
0.1,-1.15,-0.43,-48.05,-26.64,-1.89
0.14,-1.18,-0.46,-31.15,-15.74,3.21
0.08,-1.18,-0.38,-21.57,-8.11,1.11
0.05,-1.21,-0.31,-12.85,-4.29,0.61
0.01,-1.27,-0.29,2.67,-3.25,1.77
0.04,-1.19,-0.32,12.96,-0.41,1.04
0.02,-1.08,-0.29,11.89,1.08,-3.65
0.01,-1.06,-0.27,13.3,-0.92,-7.24
-0.0,-1.07,-0.25,21.27,-1.19,-4.32
-0.01,-1.05,-0.29,32.21,-1.97,5.44
-0.01,-1.02,-0.25,38.44,-1.83,10.27
-0.0,-1.0,-0.24,39.94,-2.85,10.63
0.0,-1.04,-0.23,43.83,-2.03,12.4
-0.01,-1.07,-0.2,48.61,-0.44,14.06
-0.01,-1.01,-0.23,49.01,1.69,16.95
0.01,-0.97,-0.22,47.53,4.03,17.37
0.0,-0.93,-0.23,38.64,6.17,11.1
-0.01,-0.88,-0.2,20.05,6.31,-2.37
-0.06,-0.88,-0.17,1.33,3.21,-8.47
-0.05,-0.94,-0.17,-6.76,3.45,-8.73
-0.06,-0.99,-0.15,-6.24,3.04,-3.53
-0.05,-1.03,-0.16,-0.64,2.44,1.71
-0.04,-1.01,-0.15,-0.24,1.8,1.95
-0.05,-1.01,-0.14,-2.64,-0.72,2.47
-0.02,-1.03,-0.18,-0.9,-0.35,2.05
0.01,-0.99,-0.19,-4.44,1.76,-1.76
-0.01,-0.98,-0.19,-10.47,1.68,-6.31
-0.01,-1.03,-0.19,-10.78,2.32,-7.98
-0.05,-1.03,-0.17,-7.16,2.27,-7.69
-0.07,-0.99,-0.15,-6.29,0.67,-6.0
-0.06,-1.0,-0.15,-4.38,-1.22,-4.05
-0.05,-1.03,-0.16,1.48,-2.0,-1.24
-0.03,-1.03,-0.16,8.63,-2.29,1.57
-0.03,-0.98,-0.17,10.0,-1.95,2.56
-0.03,-0.96,-0.16,8.18,-2.26,3.31
