acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
-0.08,-0.97,0.02,-4.08,-0.38,1.31
-0.08,-0.97,0.02,-4.2,-0.6,1.82
-0.08,-0.98,0.01,-3.48,-0.84,1.74
-0.07,-0.98,0.02,-3.05,-1.11,1.36
-0.08,-0.98,0.01,-2.58,-1.21,0.98
-0.07,-0.97,0.01,-2.92,-1.27,0.34
-0.06,-0.97,-0.0,-3.16,-0.87,0.67
-0.06,-0.96,-0.01,-3.56,-0.38,1.11
-0.07,-0.97,0.0,-4.08,-0.09,1.54
-0.08,-0.98,-0.01,-4.23,-0.08,2.17
-0.08,-0.99,0.0,-3.47,0.2,2.26
-0.08,-0.98,-0.01,-2.9,-0.03,2.11
-0.08,-0.98,-0.0,-2.85,-0.35,1.68
-0.08,-0.98,0.01,-3.21,-0.43,1.31
-0.07,-0.98,-0.0,-3.45,-0.85,1.48
-0.05,-0.98,0.01,-3.3,-0.66,1.73
-0.06,-0.97,0.0,-3.77,-0.49,1.69
-0.05,-0.98,-0.0,-4.05,0.0,2.0
-0.05,-0.98,0.01,-3.79,0.14,1.92
-0.06,-0.98,0.0,-4.11,0.09,1.82
-0.06,-0.98,0.0,-4.81,0.03,0.79
-0.06,-0.99,0.01,-5.28,-0.4,0.55
-0.06,-1.0,0.01,-5.15,-0.46,0.63
-0.05,-1.01,0.01,-4.27,-0.15,0.63
-0.06,-1.01,0.02,-3.5,-0.17,0.29
-0.05,-1.0,0.02,-2.61,0.05,0.0
-0.06,-1.0,0.02,-2.12,0.02,0.02
-0.06,-0.98,0.01,-1.73,0.5,-0.46
-0.06,-0.99,0.01,-1.65,0.47,-0.84
-0.07,-0.96,0.0,-2.24,0.43,-1.11
-0.07,-0.97,0.0,-2.73,0.47,-1.02
-0.06,-0.98,-0.0,-2.63,0.64,-0.29
-0.07,-0.98,-0.0,-2.43,0.85,0.14
-0.07,-0.98,0.0,-1.79,0.56,-0.05
-0.06,-0.98,0.01,-1.19,0.75,-0.43
-0.07,-0.95,0.01,-1.57,0.78,-0.98
-0.08,-0.95,0.02,-2.43,0.23,-0.81
-0.07,-0.95,0.01,-3.68,0.23,-0.72
-0.07,-0.97,0.01,-3.73,0.6,0.06
-0.07,-0.99,0.02,-3.48,0.64,0.23
-0.07,-0.99,0.01,-2.76,0.55,0.15
-0.06,-0.98,0.02,-2.18,0.4,0.14
-0.06,-0.98,0.01,-1.89,0.99,0.09
-0.06,-0.97,0.01,-1.91,1.21,-0.05
-0.06,-0.97,0.0,-1.94,1.15,-0.15
-0.07,-0.95,0.0,-2.43,1.73,0.56
-0.08,-0.95,0.01,-3.27,1.42,0.98
-0.08,-0.95,0.02,-4.32,1.15,1.16
-0.07,-0.97,0.0,-4.92,1.07,1.16
-0.07,-0.97,0.02,-4.81,0.87,0.96
-0.07,-0.98,0.01,-4.06,0.82,0.95
-0.07,-0.98,0.02,-3.3,0.69,0.69
-0.06,-0.98,0.02,-3.01,0.84,0.41
-0.06,-0.97,0.02,-3.34,0.87,0.55
-0.08,-0.96,0.02,-3.83,0.81,0.6
-0.08,-0.96,0.01,-4.61,0.52,1.28
-0.08,-0.98,0.02,-4.75,0.21,1.69
-0.07,-0.98,0.03,-4.63,-0.08,1.73
-0.06,-1.0,0.03,-4.06,-0.21,1.34
-0.06,-1.0,0.02,-3.37,-0.34,0.67
-0.05,-0.99,0.01,-3.13,0.05,0.05
-0.04,-0.98,0.0,-3.42,0.37,-0.5
-0.04,-0.99,0.01,-3.3,0.81,-0.11
-0.05,-0.98,0.01,-3.53,1.16,0.46
-0.05,-0.98,0.01,-3.62,1.48,0.99
-0.07,-0.98,0.02,-3.44,1.1,0.78
-0.06,-0.99,0.02,-2.72,0.93,0.34
-0.06,-0.98,0.01,-2.73,0.72,-0.08
-0.05,-0.97,0.01,-2.84,0.81,-0.37
-0.06,-0.96,0.0,-3.6,1.11,-0.24
-0.06,-0.95,0.01,-4.41,1.13,-0.11
-0.06,-0.96,0.02,-5.28,1.16,-0.47
-0.06,-0.97,0.0,-5.34,1.39,-0.24
-0.06,-0.98,0.02,-5.11,1.47,-0.06
-0.07,-0.98,0.01,-4.63,1.19,-0.06
-0.07,-0.97,0.01,-4.34,1.25,-0.4
-0.08,-0.96,0.0,-4.76,0.78,0.08
-0.07,-0.95,0.01,-5.31,0.67,0.53
-0.07,-0.97,0.02,-5.51,0.72,1.11
-0.05,-0.97,0.01,-5.25,0.79,1.51
-0.06,-0.99,0.0,-5.05,0.95,1.42
-0.06,-0.98,0.01,-4.53,0.99,0.9
-0.07,-0.98,0.02,-4.21,0.99,0.61
-0.07,-0.97,0.01,-4.08,1.24,0.84
-0.08,-0.96,0.01,-4.99,0.89,1.1
-0.08,-0.96,0.01,-5.71,0.55,1.51
-0.08,-0.97,0.01,-5.92,0.12,1.59
-0.07,-0.98,0.02,-5.73,-0.26,1.76
-0.07,-0.99,0.01,-5.13,-0.12,1.19
-0.08,-1.0,0.01,-4.35,-0.75,0.63
-0.06,-1.01,0.01,-3.31,-0.67,0.49
-0.06,-0.99,0.01,-2.76,-0.47,1.05
-0.05,-0.98,0.01,-2.66,0.06,1.56
-0.06,-0.98,0.02,-2.84,0.12,1.36
-0.06,-0.97,0.0,-3.45,0.21,0.99
-0.06,-0.97,0.01,-3.82,0.17,0.66
-0.06,-0.96,0.01,-4.17,0.11,0.29
-0.06,-0.96,-0.0,-4.78,-0.15,-0.24
-0.06,-0.97,0.0,-5.44,-0.26,-0.14
-0.06,-0.97,-0.0,-5.42,-0.14,0.66
