acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.79,-1.05,-0.5,-2.29,58.03,-19.4
0.89,-1.09,-0.62,-0.12,75.33,-22.5
0.92,-1.03,-0.7,-2.34,96.44,-27.05
0.83,-1.04,-0.71,-5.02,110.35,-30.72
0.86,-1.04,-0.75,-8.58,131.19,-38.21
0.84,-1.07,-0.76,-7.54,149.53,-41.74
0.8,-1.08,-0.76,-2.69,166.41,-44.47
0.69,-1.02,-0.69,-1.04,182.6,-47.89
0.54,-1.03,-0.62,3.01,192.98,-53.92
0.5,-0.99,-0.6,9.4,204.23,-53.07
0.38,-0.88,-0.57,14.24,219.88,-43.47
0.19,-0.86,-0.49,17.37,225.33,-43.69
-0.02,-0.65,-0.42,1.19,226.0,-45.62
-0.17,-0.63,-0.28,-24.6,216.73,-46.14
-0.23,-0.84,-0.14,-31.59,209.77,-42.85
-0.15,-1.0,-0.06,-23.42,207.57,-30.4
-0.16,-1.06,0.02,-13.92,213.65,-18.27
-0.18,-1.02,0.08,-4.21,210.29,-13.65
-0.2,-0.9,0.1,-9.91,208.85,-19.42
-0.29,-0.8,0.12,-20.73,197.33,-36.05
-0.44,-0.71,0.24,-48.92,182.43,-55.85
-0.55,-0.85,0.4,-58.43,166.76,-53.3
-0.63,-1.04,0.56,-42.58,167.25,-22.96
-0.76,-0.86,0.73,-26.09,168.46,12.95
-0.83,-1.22,0.84,7.86,155.88,23.56
-0.83,-1.0,0.94,22.52,144.24,39.69
-0.73,-0.95,0.9,36.02,144.7,54.53
-0.81,-0.81,0.91,48.95,144.11,54.02
-0.69,-0.71,0.86,43.31,146.03,45.89
-0.88,-0.5,0.92,12.32,121.86,22.08
-1.04,-0.37,1.0,-26.35,47.25,-15.11
-0.63,-0.54,0.83,-63.33,13.57,-38.23
-0.4,-0.94,0.85,-50.7,17.48,-28.67
-0.57,-0.93,0.93,-30.11,13.13,-14.85
-0.64,-0.82,0.94,-26.6,-1.16,-6.63
-0.53,-0.86,0.87,-30.05,-18.31,-6.76
-0.52,-0.84,0.86,-36.2,-33.42,-7.68
-0.43,-0.96,0.82,-22.05,-35.16,-3.44
-0.53,-0.85,0.85,-30.7,-54.02,-5.33
-0.41,-0.99,0.8,-32.69,-70.03,-14.49
-0.27,-1.02,0.73,-31.56,-81.3,-20.89
-0.22,-1.11,0.71,-21.1,-86.67,-19.15
-0.17,-1.08,0.66,-8.15,-88.15,-13.22
-0.31,-1.01,0.7,-7.31,-102.31,-18.6
-0.31,-0.94,0.67,-11.66,-111.6,-17.44
-0.3,-0.96,0.62,-18.89,-115.71,-12.35
-0.36,-0.98,0.62,-17.8,-124.78,-9.4
-0.4,-1.1,0.66,-6.35,-138.7,-6.66
-0.42,-1.1,0.65,1.98,-161.28,-7.94
-0.27,-1.09,0.55,7.83,-162.99,4.32
-0.39,-1.14,0.56,18.64,-171.25,5.4
-0.33,-1.06,0.42,28.06,-181.24,10.03
-0.3,-1.04,0.31,33.95,-191.27,15.85
-0.25,-0.97,0.21,35.36,-200.18,21.59
-0.17,-0.96,0.12,35.92,-206.52,22.64
-0.03,-0.89,-0.0,28.61,-207.31,21.3
0.05,-0.91,-0.03,23.82,-208.24,14.2
0.12,-0.9,-0.06,21.62,-200.99,11.42
0.12,-0.86,-0.08,20.79,-194.21,9.13
-0.02,-0.9,-0.06,25.28,-195.68,10.05
-0.11,-0.88,-0.07,27.08,-201.53,16.03
-0.02,-0.95,-0.16,35.69,-209.07,21.51
0.06,-1.0,-0.21,42.73,-208.0,34.72
0.27,-1.0,-0.32,47.4,-198.78,39.36
0.3,-0.98,-0.31,51.19,-189.51,38.6
0.36,-0.94,-0.33,53.25,-178.53,36.99
0.3,-0.85,-0.3,48.67,-168.73,34.53
0.2,-0.81,-0.27,45.11,-167.25,34.03
0.22,-0.81,-0.34,44.35,-163.73,40.08
0.25,-0.95,-0.32,46.17,-162.38,47.19
0.41,-1.0,-0.37,53.07,-157.85,48.6
0.57,-0.89,-0.44,47.92,-144.34,50.12
0.62,-0.92,-0.43,34.5,-125.65,41.79
0.68,-0.9,-0.41,30.46,-110.85,29.83
0.65,-0.86,-0.41,20.17,-96.23,20.38
0.61,-0.88,-0.37,17.65,-82.9,17.28
0.56,-0.84,-0.37,13.1,-70.84,18.44
0.53,-0.81,-0.34,7.53,-62.32,20.69
0.54,-0.86,-0.3,3.86,-54.11,22.92
0.56,-0.95,-0.28,5.57,-44.5,26.32
0.53,-0.96,-0.23,6.95,-36.37,25.42
0.53,-0.97,-0.22,5.91,-29.62,21.4
0.5,-0.97,-0.19,4.49,-22.7,18.55
0.49,-0.94,-0.17,2.24,-15.79,15.83
0.44,-0.93,-0.13,-0.76,-10.12,13.37
0.41,-0.94,-0.09,-3.42,-5.94,12.56
0.36,-0.96,-0.04,-5.02,-3.59,11.45
0.34,-0.98,-0.01,-5.45,-2.4,10.93
0.31,-0.95,0.01,-6.84,-1.16,9.98
0.31,-0.97,0.03,-10.4,-1.47,8.75
0.35,-1.03,0.05,-8.27,0.03,8.29
0.34,-1.05,0.07,-3.53,2.11,8.27
0.33,-0.98,0.08,-3.56,2.23,5.08
0.33,-0.96,0.07,-5.28,3.24,4.41
0.33,-0.96,0.07,-5.28,3.24,4.41
0.33,-0.96,0.07,-5.28,3.24,4.41
0.33,-0.96,0.07,-5.28,3.24,4.41
0.33,-0.96,0.07,-5.28,3.24,4.41
0.33,-0.96,0.07,-5.28,3.24,4.41
0.33,-0.96,0.07,-5.28,3.24,4.41
