acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
-0.23,-1.01,-0.13,1.1,3.02,3.57
-0.25,-1.0,-0.15,1.08,3.47,2.75
-0.26,-1.0,-0.15,-0.35,2.32,0.53
-0.28,-1.01,-0.17,-0.34,1.28,-1.47
-0.31,-1.0,-0.18,1.18,1.28,-1.82
-0.35,-0.98,-0.21,2.84,1.5,-0.5
-0.44,-0.95,-0.22,3.15,0.58,0.87
-0.56,-0.94,-0.21,0.06,-1.44,-0.44
-0.69,-0.95,-0.17,-3.02,-5.01,-1.53
-0.88,-0.96,-0.08,-3.19,-12.6,-1.04
-1.09,-0.97,-0.05,-1.63,-22.21,2.82
-1.29,-0.96,0.05,0.7,-34.84,7.83
-1.44,-0.93,0.08,1.82,-46.89,14.6
-1.5,-0.89,0.04,0.93,-52.06,23.51
-1.53,-0.77,0.03,-3.8,-55.22,31.15
-1.54,-0.77,-0.03,-9.65,-61.53,28.49
-1.57,-0.66,-0.04,-22.21,-63.62,26.9
-1.57,-0.6,-0.03,-40.18,-68.17,21.19
-1.43,-0.64,-0.16,-49.57,-69.37,16.0
-1.29,-0.71,-0.2,-51.73,-66.26,4.14
-1.17,-0.76,-0.18,-48.76,-64.78,-3.44
-1.06,-0.66,-0.19,-50.37,-63.51,-8.92
-0.87,-0.58,-0.22,-57.34,-66.64,-12.89
-0.63,-0.56,-0.28,-65.85,-63.88,-12.64
-0.39,-0.64,-0.33,-70.32,-65.4,-13.27
-0.14,-0.65,-0.3,-80.66,-59.19,-6.23
0.12,-0.83,-0.34,-84.08,-53.24,-6.79
0.35,-0.96,-0.31,-83.56,-38.35,-1.16
0.53,-1.14,-0.28,-76.76,-25.34,-3.76
0.66,-1.28,-0.18,-66.18,-13.71,-2.9
0.72,-1.32,-0.05,-55.69,-9.44,8.92
0.72,-1.45,0.09,-37.89,-22.79,18.0
0.7,-1.5,0.21,-14.17,-51.3,39.74
0.92,-1.6,0.23,23.54,-80.81,75.59
1.23,-1.79,0.03,82.06,-104.99,118.09
1.68,-1.71,-0.38,134.27,-108.52,162.2
1.72,-1.62,-0.75,158.67,-87.97,156.73
2.02,-0.92,-1.08,118.69,-50.4,109.11
1.85,-0.49,-1.23,35.85,-6.72,48.93
1.47,-0.47,-1.17,-47.15,35.37,4.46
