acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.26,-0.89,0.14,-2.72,3.22,-0.32
0.27,-0.86,0.13,-3.51,4.0,0.21
0.27,-0.86,0.15,-5.8,3.21,0.44
0.29,-0.9,0.14,-5.45,4.26,0.89
0.3,-0.91,0.14,-5.25,4.58,0.03
0.29,-0.94,0.14,-3.98,4.7,-0.2
0.33,-0.97,0.11,-0.69,5.83,0.53
0.36,-0.96,0.06,1.56,8.26,-1.02
0.38,-0.95,-0.0,-0.47,8.92,-4.89
0.45,-0.96,-0.09,-1.45,12.89,-7.1
0.5,-0.98,-0.14,-2.41,19.86,-8.17
0.59,-1.02,-0.26,-3.74,28.95,-10.35
0.65,-1.0,-0.37,-11.6,38.73,-19.22
0.73,-1.03,-0.46,-20.85,50.52,-26.17
0.72,-1.14,-0.49,-20.96,63.37,-28.99
0.69,-1.24,-0.51,-14.21,75.4,-28.7
0.74,-1.23,-0.58,-10.2,87.57,-32.47
0.78,-1.22,-0.66,-8.96,103.54,-40.76
0.73,-1.21,-0.67,-6.58,119.69,-47.53
0.64,-1.09,-0.7,-9.86,132.67,-56.61
0.56,-1.04,-0.69,-15.8,142.84,-61.92
0.49,-1.03,-0.68,-17.18,156.44,-60.26
0.4,-1.03,-0.65,-15.66,168.18,-55.91
0.33,-0.94,-0.63,-21.08,177.66,-57.71
0.24,-0.92,-0.59,-29.88,184.46,-60.87
0.16,-0.96,-0.53,-34.4,192.76,-59.97
0.09,-0.99,-0.44,-32.37,199.91,-55.53
0.0,-0.93,-0.39,-31.08,205.57,-54.32
-0.08,-0.89,-0.3,-36.11,207.22,-52.92
-0.13,-0.95,-0.25,-34.46,208.08,-49.05
-0.24,-1.03,-0.12,-35.48,211.53,-43.71
-0.19,-0.98,-0.05,-27.19,208.43,-34.0
-0.24,-0.91,0.03,-21.27,212.92,-23.01
-0.33,-0.83,0.09,-18.05,206.64,-18.58
-0.27,-0.74,0.11,-33.02,202.92,-25.04
-0.32,-0.81,0.2,-43.91,197.73,-33.92
-0.37,-0.88,0.3,-52.7,191.01,-37.77
-0.43,-0.94,0.41,-55.8,185.6,-35.79
-0.44,-1.05,0.51,-48.82,179.4,-26.63
-0.49,-1.02,0.59,-38.67,172.47,-17.98
-0.44,-1.02,0.56,-36.17,161.45,-12.89
-0.41,-1.18,0.7,-9.16,143.8,-6.12
-0.34,-1.0,0.65,-0.03,145.42,5.54
-0.41,-0.92,0.7,3.28,136.95,6.2
-0.38,-0.88,0.7,-2.81,127.76,-4.29
-0.35,-0.84,0.7,-19.88,115.68,-18.32
-0.34,-0.92,0.72,-29.01,107.05,-21.92
-0.37,-0.98,0.82,-21.95,101.86,-11.31
-0.44,-1.0,0.89,-7.98,95.25,3.79
-0.44,-0.95,0.9,-0.09,85.34,8.21
-0.43,-0.9,0.9,3.86,70.12,4.92
-0.48,-0.77,0.95,-9.34,52.79,1.42
-0.48,-0.82,0.99,-18.98,31.01,-11.07
-0.41,-0.9,1.01,-16.89,13.88,-16.53
-0.46,-0.91,1.04,-11.48,1.73,-15.01
-0.52,-0.79,1.03,-17.02,-16.9,-11.74
-0.53,-0.77,1.0,-24.81,-35.39,-10.47
-0.49,-0.81,0.95,-29.56,-53.33,-7.57
-0.45,-0.89,0.93,-28.4,-68.12,-2.85
-0.41,-0.97,0.89,-25.08,-80.17,2.34
-0.42,-1.04,0.87,-18.96,-91.69,6.64
-0.44,-1.07,0.85,-13.16,-105.88,7.42
-0.46,-1.07,0.81,-8.41,-121.94,4.56
-0.43,-1.05,0.75,-4.24,-137.82,2.03
-0.48,-0.99,0.69,-9.54,-154.0,-1.27
-0.35,-1.12,0.56,-3.59,-162.35,-4.61
-0.36,-1.11,0.53,1.21,-173.76,0.09
-0.36,-1.17,0.45,15.07,-182.23,6.98
-0.38,-1.15,0.38,27.42,-191.02,17.18
-0.3,-1.14,0.23,39.44,-198.75,28.79
-0.15,-1.07,0.05,41.63,-202.47,30.34
-0.03,-1.12,-0.07,37.76,-205.65,24.52
0.05,-1.03,-0.1,30.58,-203.08,10.4
0.05,-1.05,-0.1,24.34,-196.34,1.69
-0.04,-1.11,-0.02,32.0,-200.15,-1.53
-0.07,-1.16,-0.05,47.56,-201.85,5.16
-0.02,-1.06,-0.13,67.56,-207.01,18.12
-0.03,-0.99,-0.24,76.69,-208.38,32.05
0.09,-0.9,-0.35,72.85,-209.74,37.24
0.31,-0.85,-0.49,61.97,-204.14,31.53
0.53,-0.77,-0.63,42.72,-187.04,21.89
0.5,-0.87,-0.49,35.45,-172.53,15.89
0.36,-0.89,-0.4,34.12,-160.66,15.97
0.28,-0.82,-0.37,33.91,-154.7,18.67
0.26,-0.8,-0.37,32.27,-150.96,22.73
0.26,-0.83,-0.35,29.36,-150.69,24.32
0.34,-0.92,-0.37,33.82,-148.4,31.31
0.47,-0.98,-0.42,43.37,-138.24,39.08
0.54,-0.95,-0.42,48.21,-128.46,41.01
0.61,-0.91,-0.44,46.89,-118.02,35.83
0.68,-0.82,-0.49,40.47,-108.09,27.94
0.69,-0.78,-0.5,27.53,-87.39,21.07
0.61,-0.82,-0.42,20.21,-75.37,19.89
0.6,-0.84,-0.39,15.27,-62.76,21.37
0.59,-0.86,-0.36,11.25,-51.51,21.07
0.59,-0.89,-0.34,6.55,-41.74,20.38
0.56,-0.99,-0.26,7.62,-33.65,20.17
0.55,-1.05,-0.21,14.72,-24.98,21.1
0.53,-1.02,-0.18,18.52,-16.29,18.9
0.54,-0.95,-0.2,15.19,-10.47,12.52
