acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
-0.21,-1.0,-0.08,0.55,1.05,1.44
-0.19,-1.0,-0.1,2.44,0.12,2.14
-0.18,-0.98,-0.11,2.98,-0.11,2.4
-0.19,-1.0,-0.11,4.06,0.06,2.64
-0.18,-1.02,-0.11,7.56,-0.24,3.8
-0.18,-1.01,-0.11,10.69,-0.29,4.4
-0.18,-0.99,-0.11,11.65,-0.21,3.28
-0.18,-1.01,-0.1,13.76,0.2,3.83
-0.2,-1.04,-0.09,19.4,-0.76,5.42
-0.24,-1.11,-0.05,31.6,-4.09,11.63
-0.24,-1.19,-0.03,50.76,-8.12,18.6
-0.21,-1.21,-0.05,71.44,-11.47,23.98
-0.32,-1.32,0.02,100.49,-18.93,31.83
-0.33,-1.54,0.06,144.63,-31.48,44.09
-0.48,-1.75,0.12,207.94,-47.6,63.31
-0.58,-2.18,0.17,293.19,-79.08,85.37
-0.55,-2.69,0.05,415.3,-121.88,109.89
-0.23,-2.88,-0.33,500.26,-145.02,137.48
-0.11,-2.94,-0.73,500.26,-146.41,162.53
-0.0,-2.84,-1.09,500.26,-153.36,199.88
0.25,-2.68,-1.6,500.26,-151.36,242.15
0.52,-2.35,-2.08,500.26,-135.05,286.17
0.71,-1.81,-2.49,500.26,-110.46,317.56
0.82,-1.33,-2.7,500.26,-91.73,331.21
0.78,-0.94,-2.75,500.26,-78.31,319.33
0.42,-0.7,-2.62,500.26,-81.76,290.2
0.14,-0.59,-2.55,500.26,-96.06,242.34
-0.0,-0.17,-2.49,500.26,-111.13,182.09
-0.14,0.12,-2.34,500.26,-115.37,146.56
-0.18,0.31,-2.28,500.26,-116.7,138.41
-0.08,0.77,-2.34,500.26,-118.02,134.7
-0.01,1.49,-2.24,500.26,-120.06,121.45
-0.03,2.35,-2.1,500.26,-126.24,97.11
-0.15,2.89,-1.86,500.26,-141.89,65.54
-0.08,3.34,-1.73,483.24,-157.33,48.96
0.22,3.72,-1.71,324.75,-136.35,35.63
0.46,3.62,-1.68,194.29,-108.61,46.84
0.71,3.07,-1.61,104.63,-65.74,66.09
0.81,2.45,-1.51,62.27,-16.02,81.97
0.78,2.04,-1.3,46.53,30.84,88.72
0.7,1.99,-1.1,27.19,70.05,83.28
0.58,2.1,-0.86,-3.44,99.98,72.15
0.54,2.32,-0.74,-52.47,123.98,60.46
0.37,2.26,-0.61,-110.11,143.31,55.36
0.29,2.28,-0.58,-167.45,161.6,57.36
0.29,2.36,-0.61,-228.46,167.97,34.24
0.24,2.36,-0.59,-304.5,181.48,20.09
0.03,2.12,-0.61,-378.09,189.51,-7.83
-0.01,2.01,-0.61,-452.79,192.2,-56.32
-0.07,1.82,-0.59,-500.27,173.4,-130.81
-0.14,1.56,-0.53,-500.27,157.37,-189.48
-0.22,1.28,-0.44,-500.27,133.11,-254.27
-0.17,1.0,-0.39,-500.27,112.23,-289.04
-0.22,0.8,-0.26,-500.27,85.85,-315.74
-0.03,1.28,-0.35,-500.27,64.66,-347.48
-0.02,1.71,-0.52,-500.27,38.67,-385.37
0.07,2.07,-0.83,-500.27,1.48,-447.8
0.32,1.8,-1.3,-500.27,-31.8,-490.43
0.66,0.99,-1.77,-500.27,-45.8,-500.27
0.88,0.6,-2.08,-500.27,-44.52,-500.27
1.02,0.38,-2.3,-500.27,-33.18,-500.27
1.05,-0.11,-2.47,-500.27,-27.63,-438.67
0.92,-0.92,-2.36,-500.27,-17.74,-336.41
0.73,-1.38,-2.04,-500.27,-11.91,-222.47
0.67,-1.78,-1.71,-500.27,2.21,-113.22
0.5,-2.26,-1.4,-500.27,20.7,-31.4
0.29,-2.33,-0.98,-497.22,33.74,-9.34
0.03,-1.9,-0.73,-416.44,37.85,-7.65
-0.18,-1.78,-0.5,-350.05,28.98,-12.53
-0.27,-1.66,-0.38,-296.84,6.95,-16.87
-0.23,-1.65,-0.36,-243.74,-14.23,-12.89
-0.01,-1.73,-0.49,-181.62,-14.78,1.37
0.11,-1.62,-0.52,-131.82,-5.42,2.47
0.14,-1.52,-0.51,-95.6,12.79,2.92
-0.05,-1.37,-0.42,-70.34,22.17,-2.56
-0.14,-1.17,-0.36,-62.38,24.47,-10.64
-0.25,-1.13,-0.3,-60.99,22.81,-14.47
-0.3,-1.25,-0.19,-51.59,21.15,-7.44
-0.39,-1.35,-0.1,-30.84,9.95,-3.15
-0.38,-1.36,-0.07,-5.3,-1.3,7.89
-0.3,-1.31,-0.06,18.55,-8.23,16.72
-0.13,-1.15,-0.17,23.95,-6.75,10.9
-0.08,-1.01,-0.16,9.98,-1.98,-7.74
-0.1,-1.05,-0.16,2.93,2.27,-16.58
-0.12,-1.06,-0.16,8.4,3.11,-13.5
-0.14,-1.01,-0.15,16.92,3.57,-1.94
-0.13,-1.06,-0.15,28.37,4.27,11.89
-0.11,-1.03,-0.17,32.69,5.95,13.13
-0.09,-0.98,-0.18,25.82,7.48,4.47
-0.1,-0.98,-0.16,18.95,10.21,-4.03
-0.15,-1.03,-0.12,19.33,11.56,-7.04
-0.21,-1.03,-0.06,24.24,9.98,-5.21
-0.26,-1.02,-0.05,30.76,5.62,-1.89
-0.28,-1.0,-0.04,37.19,0.78,4.12
-0.29,-0.92,-0.03,38.49,-5.33,8.7
-0.26,-0.86,-0.04,34.06,-10.58,11.18
-0.24,-0.89,-0.07,29.11,-13.94,12.85
-0.19,-0.88,-0.11,25.18,-15.44,14.11
-0.15,-0.91,-0.12,19.63,-14.98,14.17
-0.13,-0.95,-0.12,16.93,-13.42,14.92
