acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
-0.26,-0.91,0.02,-5.76,-1.34,-3.8
-0.25,-0.93,0.01,-7.22,-2.14,-3.27
-0.24,-0.94,0.01,-7.69,-3.16,-2.92
-0.22,-0.96,0.0,-7.37,-4.35,-5.16
-0.2,-0.97,-0.02,-5.92,-3.88,-5.39
-0.19,-0.94,-0.04,-5.98,-3.65,-6.14
-0.2,-0.91,-0.06,-8.31,-3.37,-8.11
-0.2,-0.91,-0.08,-11.63,-3.19,-10.02
-0.21,-0.94,-0.08,-13.73,-3.16,-10.38
-0.2,-0.98,-0.08,-13.91,-3.04,-10.56
-0.2,-1.0,-0.06,-12.63,-1.92,-9.53
-0.2,-1.0,-0.07,-11.22,-1.73,-10.37
-0.2,-0.98,-0.06,-10.55,-1.8,-11.6
-0.19,-0.94,-0.07,-11.16,-2.12,-12.84
-0.18,-0.91,-0.07,-13.82,-2.03,-13.24
-0.18,-0.91,-0.06,-16.27,-1.97,-12.5
-0.16,-0.92,-0.05,-18.78,-1.36,-11.02
-0.14,-0.95,-0.06,-20.2,-0.27,-10.18
-0.13,-0.97,-0.06,-20.43,1.22,-11.18
-0.15,-0.99,-0.05,-20.15,2.14,-13.1
-0.16,-0.98,-0.04,-20.78,2.47,-17.3
-0.18,-0.97,-0.04,-21.91,1.94,-20.67
-0.18,-0.94,-0.04,-23.1,1.21,-20.84
-0.19,-0.93,-0.01,-24.89,1.22,-18.73
-0.14,-0.93,-0.02,-26.11,1.56,-13.51
-0.1,-0.95,-0.04,-27.08,4.14,-9.11
-0.09,-0.98,-0.05,-27.48,6.84,-9.39
-0.09,-0.99,-0.05,-27.13,8.79,-12.11
-0.1,-0.97,-0.04,-26.53,9.79,-14.55
-0.11,-0.94,-0.05,-27.3,10.82,-14.76
-0.13,-0.91,-0.06,-28.72,12.09,-12.38
-0.13,-0.92,-0.05,-30.92,13.28,-8.84
-0.11,-0.93,-0.05,-33.3,14.41,-6.52
-0.08,-0.97,-0.05,-34.73,16.85,-5.68
-0.1,-1.0,-0.03,-34.93,18.4,-6.43
-0.12,-1.02,-0.02,-33.39,18.72,-7.39
-0.14,-1.02,-0.03,-32.89,19.56,-8.06
-0.15,-1.01,-0.0,-31.89,19.66,-7.28
-0.16,-1.02,-0.01,-31.13,19.48,-6.17
-0.15,-1.02,-0.01,-30.38,19.45,-4.81
-0.1,-1.02,-0.03,-30.49,20.05,-2.78
-0.05,-1.01,-0.03,-29.45,23.69,2.69
-0.05,-0.99,-0.03,-29.34,25.94,6.05
-0.03,-0.98,-0.05,-30.58,29.19,7.97
-0.05,-1.0,-0.02,-31.48,31.01,7.66
-0.05,-1.0,-0.02,-31.62,33.4,6.46
-0.11,-1.03,0.02,-29.51,33.56,4.84
-0.09,-1.03,0.0,-27.16,32.73,3.02
-0.05,-1.02,-0.02,-26.23,34.55,2.18
-0.07,-0.99,-0.01,-27.08,35.4,2.14
-0.07,-0.97,-0.0,-28.06,35.92,5.11
-0.05,-0.97,0.0,-26.6,38.44,12.55
-0.06,-0.97,-0.0,-24.56,40.6,18.24
-0.1,-0.99,0.02,-23.11,41.24,18.9
-0.09,-0.97,0.02,-23.31,41.24,15.25
-0.11,-0.97,0.03,-25.8,40.23,7.8
-0.13,-0.97,0.03,-29.05,38.81,0.0
-0.18,-0.98,0.07,-31.71,35.73,-5.68
-0.18,-0.99,0.07,-32.15,33.21,-5.18
-0.19,-0.99,0.08,-31.07,31.56,-1.83
-0.2,-1.02,0.1,-27.8,29.36,3.28
-0.19,-1.03,0.1,-22.81,28.18,9.73
