acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.13,-0.87,0.21,-3.1,-1.37,4.58
0.12,-0.85,0.21,-3.18,-1.16,5.69
0.11,-0.84,0.2,-3.54,-0.81,7.76
0.09,-0.81,0.19,-4.15,-1.01,9.59
0.07,-0.77,0.2,-5.85,-1.94,11.57
0.06,-0.74,0.19,-8.27,-2.66,14.14
0.06,-0.72,0.19,-10.27,-2.49,19.37
0.04,-0.71,0.18,-11.19,-1.6,27.02
0.02,-0.7,0.18,-9.74,-0.08,36.9
-0.02,-0.66,0.17,-7.11,1.85,47.3
-0.07,-0.57,0.16,-7.85,2.76,55.07
-0.15,-0.47,0.13,-16.5,-1.82,53.33
-0.13,-0.4,0.12,-33.68,-9.15,45.69
-0.13,-0.45,0.1,-49.1,-16.93,37.45
-0.08,-0.58,0.09,-57.07,-19.33,36.52
-0.08,-0.65,0.09,-58.21,-20.9,40.2
-0.06,-0.68,0.07,-55.85,-19.59,47.6
-0.03,-0.66,0.05,-53.18,-16.53,56.2
-0.03,-0.6,0.03,-54.34,-14.32,59.89
-0.11,-0.56,0.04,-62.21,-18.21,55.16
-0.09,-0.56,0.02,-73.16,-24.14,48.24
-0.07,-0.63,0.0,-80.55,-27.53,44.06
-0.04,-0.67,-0.02,-84.58,-28.12,43.04
-0.04,-0.72,-0.03,-86.02,-26.76,43.3
-0.1,-0.72,-0.04,-89.53,-28.17,41.3
-0.13,-0.71,-0.06,-96.64,-32.72,37.36
-0.11,-0.79,-0.07,-103.25,-35.45,37.36
-0.1,-0.86,-0.06,-108.11,-37.16,39.08
-0.05,-0.97,-0.06,-110.12,-36.08,44.47
-0.02,-1.12,-0.07,-103.73,-30.78,54.44
-0.01,-1.23,-0.06,-90.82,-23.6,67.04
-0.01,-1.25,-0.06,-74.5,-15.11,79.13
-0.09,-1.18,-0.07,-61.88,-9.91,85.92
-0.12,-1.03,-0.12,-62.99,-12.23,79.79
-0.09,-0.98,-0.14,-71.94,-14.95,68.29
-0.08,-1.01,-0.16,-81.24,-16.38,57.11
-0.1,-1.09,-0.15,-84.64,-15.57,53.31
-0.13,-1.15,-0.14,-81.02,-13.07,57.08
-0.18,-1.19,-0.13,-72.82,-10.98,64.14
-0.21,-1.17,-0.16,-68.15,-12.44,65.27
-0.17,-1.14,-0.18,-71.42,-16.64,57.02
-0.11,-1.15,-0.21,-76.98,-18.55,44.82
-0.09,-1.19,-0.22,-80.37,-18.14,36.14
-0.09,-1.22,-0.22,-79.92,-16.66,32.85
-0.11,-1.25,-0.22,-75.6,-13.48,36.05
-0.18,-1.29,-0.22,-68.27,-12.53,40.15
-0.2,-1.34,-0.2,-63.27,-16.47,37.22
-0.12,-1.38,-0.22,-60.73,-19.53,28.21
-0.05,-1.42,-0.22,-58.46,-21.04,17.65
0.02,-1.44,-0.23,-55.62,-20.29,10.21
0.08,-1.44,-0.24,-50.76,-15.37,6.41
0.1,-1.44,-0.24,-43.53,-8.82,7.27
0.11,-1.41,-0.25,-35.48,-1.56,10.14
0.07,-1.35,-0.25,-28.34,5.62,14.17
0.05,-1.27,-0.27,-23.91,13.45,18.41
-0.04,-1.23,-0.25,-21.19,18.14,20.37
-0.17,-1.21,-0.24,-20.14,15.45,17.6
-0.21,-1.2,-0.23,-20.58,9.92,13.02
-0.18,-1.23,-0.23,-18.99,6.21,9.02
-0.15,-1.24,-0.24,-15.1,5.63,6.4
-0.18,-1.3,-0.21,-9.71,3.92,3.16
-0.16,-1.31,-0.23,-2.95,3.56,-0.09
-0.15,-1.27,-0.24,0.29,4.08,-2.9
-0.16,-1.26,-0.23,2.15,3.65,-5.91
-0.15,-1.28,-0.21,4.81,3.3,-8.12
-0.14,-1.31,-0.2,10.0,3.37,-9.02
-0.13,-1.34,-0.21,17.25,4.29,-7.44
-0.11,-1.36,-0.2,25.77,6.02,-6.29
-0.08,-1.35,-0.21,33.54,7.95,-7.63
-0.06,-1.29,-0.23,38.4,9.82,-11.24
-0.05,-1.24,-0.24,40.06,11.6,-16.5
-0.05,-1.22,-0.24,39.82,12.26,-23.76
-0.06,-1.24,-0.23,40.98,12.61,-30.34
-0.05,-1.29,-0.21,44.99,14.2,-34.15
-0.07,-1.28,-0.21,50.72,16.38,-35.53
-0.07,-1.25,-0.21,55.98,19.05,-34.5
-0.08,-1.22,-0.21,60.18,21.68,-32.93
-0.09,-1.18,-0.21,63.05,24.15,-31.44
-0.11,-1.19,-0.2,66.55,26.72,-28.93
-0.14,-1.18,-0.18,70.4,28.05,-28.27
-0.16,-1.17,-0.18,73.27,27.71,-30.03
