acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.15,-0.97,0.14,-3.76,0.58,-0.27
0.17,-0.98,0.14,-1.28,-0.11,-2.24
0.17,-0.94,0.14,-1.91,0.77,-1.05
0.17,-0.96,0.13,-2.13,1.4,-0.08
0.17,-0.97,0.14,-3.02,1.92,-0.72
0.16,-0.99,0.15,-5.13,1.15,-1.32
0.15,-1.04,0.17,-3.32,0.34,-0.94
0.17,-1.07,0.15,-0.58,0.29,-1.24
0.19,-1.07,0.13,1.3,0.84,-2.61
0.21,-1.08,0.13,0.75,1.95,-6.44
0.22,-1.08,0.13,-0.59,3.27,-12.15
0.19,-1.08,0.15,-3.88,3.85,-17.08
0.16,-1.12,0.18,-3.47,2.79,-20.12
0.16,-1.17,0.19,-0.08,1.75,-21.43
0.16,-1.18,0.2,4.28,0.26,-23.76
0.18,-1.2,0.19,8.27,-0.25,-27.62
0.2,-1.18,0.21,10.39,0.4,-33.95
0.19,-1.16,0.21,12.08,0.92,-40.47
0.19,-1.13,0.22,15.33,1.44,-44.8
0.15,-1.1,0.24,19.19,0.34,-46.95
0.14,-1.05,0.23,22.31,-1.67,-48.56
0.16,-0.99,0.22,22.47,-2.08,-51.14
0.15,-0.95,0.21,21.21,-1.95,-51.87
0.13,-0.93,0.19,21.96,-2.58,-52.25
0.12,-0.92,0.18,24.5,-3.86,-52.25
0.13,-0.88,0.15,29.86,-3.89,-51.11
0.14,-0.8,0.13,34.41,-2.66,-49.51
0.1,-0.7,0.1,37.68,-2.59,-50.37
0.07,-0.58,0.07,38.96,-3.15,-48.5
0.03,-0.41,0.05,36.27,-5.58,-45.76
0.03,-0.24,-0.02,31.23,-6.6,-34.45
-0.02,0.05,-0.03,18.95,-6.85,-13.53
-0.08,0.27,-0.01,2.1,-9.73,9.16
-0.15,0.44,-0.01,-20.22,-15.49,31.4
-0.2,0.59,-0.02,-45.93,-23.18,56.49
-0.24,0.69,-0.09,-70.98,-29.19,91.24
-0.34,0.85,-0.09,-96.8,-40.43,128.25
-0.37,0.82,-0.19,-118.1,-49.45,175.15
-0.45,0.73,-0.27,-135.88,-58.26,227.74
-0.59,0.57,-0.32,-149.31,-67.68,250.13
-0.71,0.37,-0.35,-161.47,-80.78,250.13
-0.71,-0.07,-0.45,-158.76,-80.07,250.13
-0.67,-0.59,-0.47,-144.28,-76.76,250.13
-0.45,-1.2,-0.57,-118.39,-54.68,250.13
0.27,-1.86,-2.0,-175.56,-5.29,250.13
-0.75,-1.57,-0.36,-198.42,-63.5,250.13
-0.45,-2.0,-0.43,-240.27,-55.83,245.91
-0.37,-2.0,-0.35,-221.32,-33.29,208.47
-0.3,-2.0,-0.27,-160.9,-15.77,182.8
-0.44,-2.0,-0.1,-93.15,-8.18,174.21
-0.55,-2.0,0.03,-53.73,-12.61,155.47
-0.39,-2.0,-0.14,-34.92,-12.77,138.63
-0.28,-1.82,-0.26,-29.56,-10.94,113.8
-0.21,-1.5,-0.39,-43.32,-4.9,86.47
-0.14,-1.37,-0.51,-77.4,14.29,52.59
-0.13,-1.49,-0.55,-113.35,31.69,12.79
-0.29,-1.82,-0.48,-131.16,40.53,-36.78
-0.36,-2.0,-0.4,-114.18,42.61,-57.02
-0.43,-2.0,-0.34,-49.39,51.66,-43.79
-0.67,-2.0,-0.25,17.24,54.64,-15.69
-0.82,-2.0,-0.2,56.66,41.85,-6.4
-0.74,-1.77,-0.27,71.24,35.25,-7.44
-0.61,-1.56,-0.35,64.07,36.79,-14.79
-0.62,-1.46,-0.33,38.07,39.72,-40.57
-0.6,-1.6,-0.3,24.57,35.95,-73.93
-0.7,-1.7,-0.23,29.92,31.61,-85.98
-0.78,-1.83,-0.2,38.31,30.36,-109.86
-0.79,-1.93,-0.22,55.74,23.08,-124.33
-0.79,-1.88,-0.19,78.31,14.85,-127.92
-0.65,-1.85,-0.31,102.18,10.68,-133.42
-0.58,-1.61,-0.3,117.74,12.18,-137.5
-0.49,-1.36,-0.37,122.98,15.93,-142.2
-0.37,-1.1,-0.42,117.38,22.98,-154.17
-0.4,-0.98,-0.33,103.45,26.27,-167.15
-0.44,-0.91,-0.24,90.4,22.43,-183.15
-0.4,-0.97,-0.23,86.89,14.15,-192.49
-0.24,-1.04,-0.27,93.71,13.11,-197.31
-0.28,-0.92,-0.26,100.37,11.79,-198.44
-0.2,-0.84,-0.27,107.44,12.46,-193.89
-0.16,-0.69,-0.27,112.32,15.21,-191.01
-0.16,-0.53,-0.25,111.1,18.0,-182.89
-0.18,-0.39,-0.22,101.95,18.37,-171.95
-0.15,-0.31,-0.18,91.2,17.29,-156.38
-0.09,-0.3,-0.15,83.13,15.31,-142.58
-0.04,-0.26,-0.15,74.31,16.15,-129.64
0.01,-0.27,-0.11,63.66,17.73,-115.15
0.05,-0.33,-0.07,56.57,19.88,-103.92
0.08,-0.36,-0.04,52.8,20.6,-93.97
0.11,-0.37,-0.03,50.02,22.66,-82.82
0.1,-0.36,-0.01,47.44,24.14,-75.18
0.06,-0.35,0.02,43.1,23.21,-66.26
0.05,-0.37,0.06,37.68,19.6,-56.73
0.09,-0.41,0.07,34.08,17.15,-46.37
0.15,-0.4,0.04,30.32,18.54,-33.11
0.13,-0.38,0.06,22.72,21.01,-20.8
0.12,-0.41,0.11,10.29,20.89,-10.71
0.11,-0.48,0.12,-2.26,20.2,-4.89
0.08,-0.61,0.14,-9.75,18.35,1.31
0.07,-0.8,0.2,-10.71,14.32,5.29
0.11,-0.96,0.19,-4.38,11.8,5.97
