acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.05,-1.01,0.01,-1.94,31.79,-0.64
0.1,-1.04,0.02,1.6,36.29,3.51
0.12,-1.06,0.02,5.33,42.18,6.56
0.14,-1.04,0.02,6.63,47.8,5.25
0.17,-1.05,0.0,6.6,55.36,1.65
0.22,-1.06,-0.01,6.18,67.3,-0.72
0.15,-1.06,0.03,6.58,77.88,-2.78
-0.01,-1.08,0.1,9.4,80.34,-3.22
-0.15,-1.07,0.16,13.18,75.83,-1.82
-0.2,-1.04,0.17,16.66,70.35,2.34
-0.28,-1.02,0.19,18.95,64.69,5.79
-0.36,-1.02,0.21,20.44,56.47,8.14
-0.39,-1.0,0.22,20.95,46.32,9.8
-0.42,-0.97,0.23,19.85,36.92,9.54
-0.47,-0.99,0.26,19.37,26.44,7.6
-0.53,-1.01,0.28,20.98,16.66,6.7
-0.59,-1.0,0.29,21.79,6.34,6.61
-0.67,-0.96,0.28,19.44,-3.88,7.02
-0.77,-0.94,0.27,15.73,-18.55,8.31
-0.83,-0.93,0.26,12.34,-35.97,12.81
-0.88,-0.92,0.25,10.18,-54.75,19.97
-0.87,-0.94,0.23,9.31,-73.94,26.89
-0.86,-0.96,0.22,9.66,-93.16,31.05
-0.82,-1.0,0.18,12.0,-111.79,33.82
-0.77,-0.96,0.11,12.99,-130.79,34.32
-0.73,-0.9,0.05,9.6,-149.13,32.34
-0.63,-0.87,-0.03,3.79,-164.6,28.18
-0.54,-0.86,-0.11,-2.64,-174.72,25.07
-0.53,-0.89,-0.12,-7.02,-183.88,24.17
-0.53,-0.92,-0.12,-7.71,-195.18,24.02
-0.5,-0.89,-0.16,-8.41,-206.17,26.41
-0.44,-0.82,-0.23,-12.63,-215.1,29.57
-0.38,-0.81,-0.26,-18.09,-223.53,30.35
-0.3,-0.82,-0.31,-23.11,-231.57,30.84
-0.12,-0.84,-0.38,-27.37,-232.84,34.63
0.02,-0.87,-0.42,-30.14,-226.18,39.92
0.13,-0.85,-0.44,-30.58,-218.14,44.58
0.18,-0.93,-0.42,-34.5,-206.08,39.86
0.16,-0.93,-0.41,-37.04,-198.41,33.05
0.14,-0.96,-0.37,-38.52,-192.06,24.41
0.08,-1.03,-0.33,-35.25,-192.38,18.9
0.18,-1.14,-0.31,-24.66,-192.6,24.09
0.43,-1.14,-0.4,-12.0,-178.55,40.2
0.64,-1.1,-0.45,-4.2,-155.73,54.34
0.77,-1.08,-0.44,-3.44,-129.16,55.8
0.76,-1.05,-0.39,-8.29,-106.92,43.91
0.66,-1.02,-0.32,-15.51,-90.92,25.1
0.59,-1.01,-0.26,-19.79,-79.24,11.77
0.51,-1.0,-0.21,-19.36,-67.4,9.16
0.42,-1.0,-0.18,-16.49,-57.79,12.29
0.35,-1.01,-0.15,-12.49,-53.45,16.95
0.4,-0.98,-0.19,-11.85,-49.82,21.27
0.52,-0.97,-0.23,-14.61,-41.24,22.72
0.6,-0.96,-0.27,-19.8,-28.64,20.43
0.62,-1.02,-0.25,-22.5,-15.97,15.04
0.59,-1.1,-0.21,-20.29,-4.89,8.84
0.58,-1.16,-0.19,-13.59,7.28,5.47
0.53,-1.18,-0.18,-5.01,18.11,3.85
0.46,-1.18,-0.17,3.48,25.83,2.29
0.46,-1.14,-0.19,9.08,33.01,0.46
0.44,-1.1,-0.21,9.95,40.6,-1.76
0.44,-1.07,-0.22,7.73,48.12,-3.97
0.41,-1.05,-0.22,3.05,55.19,-7.44
0.41,-1.06,-0.22,-0.61,62.2,-10.21
0.43,-1.09,-0.22,-0.53,72.73,-10.53
0.4,-1.09,-0.19,1.59,82.38,-10.93
0.36,-1.11,-0.16,4.72,90.02,-13.86
0.33,-1.12,-0.16,8.47,95.89,-16.35
0.31,-1.1,-0.18,10.99,101.82,-18.84
0.28,-1.07,-0.2,11.18,107.22,-20.95
0.26,-1.03,-0.21,9.86,112.55,-22.2
0.24,-1.02,-0.2,7.6,117.15,-22.9
0.25,-1.02,-0.21,6.0,122.75,-23.36
0.24,-1.03,-0.2,5.89,129.65,-23.24
0.23,-1.04,-0.21,6.03,136.55,-23.83
0.17,-1.06,-0.17,7.66,142.38,-25.91
0.12,-1.08,-0.15,9.65,145.21,-29.95
0.09,-1.06,-0.16,10.46,147.25,-35.39
0.06,-1.04,-0.18,10.08,149.77,-39.77
0.01,-1.02,-0.18,9.44,151.27,-40.69
0.0,-0.99,-0.18,7.33,153.6,-38.52
-0.01,-0.97,-0.19,5.24,156.52,-34.09
-0.07,-0.98,-0.16,4.15,158.9,-28.43
-0.07,-0.97,-0.15,3.82,158.67,-24.35
-0.08,-0.97,-0.11,3.24,161.51,-23.34
-0.15,-1.02,-0.1,5.34,160.08,-26.03
-0.16,-1.05,-0.08,9.11,159.18,-29.59
-0.23,-1.01,-0.08,11.27,157.33,-33.04
-0.27,-0.98,-0.07,11.37,154.18,-33.24
-0.31,-0.92,-0.05,9.66,150.34,-30.44
-0.31,-0.88,-0.04,6.69,146.66,-25.92
-0.31,-0.86,-0.05,2.4,142.95,-21.45
-0.32,-0.86,-0.02,-1.85,138.55,-18.92
-0.37,-0.89,0.01,-5.01,132.5,-19.79
-0.4,-0.95,0.05,-5.98,125.07,-22.26
-0.45,-0.98,0.08,-4.56,117.08,-24.5
-0.47,-0.96,0.09,-3.66,109.77,-25.74
-0.49,-0.94,0.11,-3.74,102.75,-25.28
-0.53,-0.95,0.13,-2.24,94.4,-22.35
-0.57,-0.92,0.16,-1.95,83.28,-18.64
