acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
-0.29,-1.0,0.06,-0.03,7.05,3.62
-0.31,-0.99,0.06,1.45,6.87,3.22
-0.31,-0.98,0.06,2.46,6.31,3.27
-0.32,-0.98,0.09,3.89,4.85,3.83
-0.31,-0.98,0.09,4.78,3.59,4.15
-0.3,-0.96,0.09,4.95,1.86,4.08
-0.29,-0.96,0.11,5.05,0.29,4.93
-0.28,-0.98,0.08,5.79,-0.69,5.54
-0.26,-1.0,0.09,7.4,-2.02,6.02
-0.22,-1.03,0.1,9.44,-3.59,6.09
-0.19,-1.04,0.09,10.18,-4.76,3.39
-0.13,-1.09,0.11,11.85,-3.83,-1.28
-0.06,-1.11,0.09,13.85,-0.6,-6.23
-0.04,-1.1,0.11,15.16,2.2,-10.66
-0.09,-1.12,0.15,16.21,-0.02,-10.96
0.0,-1.07,0.16,16.78,2.0,-2.35
0.06,-1.16,0.2,20.34,4.26,0.49
0.2,-1.19,0.22,20.7,12.18,2.44
0.25,-1.21,0.26,19.54,18.12,5.48
0.32,-1.27,0.29,19.21,24.15,10.21
0.4,-1.3,0.31,22.5,27.57,19.97
0.46,-1.37,0.36,31.69,27.27,27.89
0.52,-1.35,0.33,37.8,25.45,32.81
0.61,-1.3,0.31,39.25,25.91,37.57
0.74,-1.23,0.32,37.69,23.3,42.32
0.88,-1.16,0.31,27.92,24.66,40.85
0.99,-1.15,0.29,18.43,31.27,35.21
0.98,-1.11,0.32,2.73,40.99,28.93
1.06,-1.16,0.27,-11.16,52.63,25.73
1.08,-1.22,0.23,-14.82,66.85,22.93
0.97,-1.19,0.29,-18.44,80.32,22.95
0.79,-1.19,0.32,-23.94,86.44,21.66
0.6,-1.23,0.33,-24.73,85.74,17.21
0.4,-1.2,0.3,-21.98,81.86,17.04
0.11,-1.15,0.17,-12.5,77.11,23.27
-0.4,-0.98,0.13,-7.53,57.94,22.98
-0.63,-0.91,-0.15,-1.65,38.03,21.68
-0.75,-0.83,-0.56,11.88,34.43,29.76
-1.73,-1.2,-0.79,28.76,19.6,-8.76
-0.48,-0.49,-1.24,38.66,91.05,72.78
-1.14,-0.29,-1.12,18.96,87.6,61.91
-1.58,-0.57,-0.78,57.11,130.72,28.85
-1.78,-0.44,-0.96,74.09,150.47,59.31
-2.01,-0.41,-0.83,95.45,179.45,78.08
-2.29,-0.25,-0.56,113.6,201.97,74.81
-2.46,0.4,-0.15,59.45,174.18,75.31
-2.5,0.17,0.1,-9.69,139.91,31.76
-2.5,-0.14,0.5,-41.01,110.14,10.76
-2.53,-0.36,0.69,-40.67,65.42,0.89
-2.47,-0.37,0.69,-35.77,17.86,2.72
-2.3,-0.41,0.49,-38.5,-30.24,0.67
-2.04,-0.45,0.16,-48.92,-71.08,-15.31
-1.73,-0.54,-0.19,-54.2,-89.54,-27.97
-1.5,-0.58,-0.51,-56.23,-98.41,-46.18
-1.32,-0.56,-0.71,-57.66,-96.5,-66.66
-1.22,-0.48,-0.82,-56.49,-91.71,-79.88
-1.13,-0.31,-0.88,-59.63,-82.87,-89.48
-1.05,-0.19,-0.94,-69.69,-68.46,-99.05
-1.06,-0.11,-0.98,-79.53,-50.85,-106.02
-1.1,-0.05,-0.91,-92.92,-41.21,-115.6
-1.18,-0.12,-0.83,-102.75,-40.21,-125.39
-1.28,-0.25,-0.66,-106.72,-51.82,-138.06
-1.19,-0.38,-0.55,-101.47,-67.47,-140.29
-1.09,-0.46,-0.48,-84.98,-85.53,-130.99
-0.9,-0.51,-0.5,-62.75,-96.49,-116.0
-0.74,-0.51,-0.53,-43.1,-99.47,-101.16
-0.63,-0.48,-0.49,-30.53,-100.9,-83.16
-0.46,-0.49,-0.51,-20.82,-102.44,-68.17
-0.29,-0.53,-0.44,-13.28,-98.35,-55.57
-0.14,-0.61,-0.33,-3.59,-94.99,-41.1
-0.04,-0.72,-0.1,8.21,-94.78,-25.39
0.14,-0.72,0.12,19.66,-98.08,-6.15
0.5,-0.85,0.22,29.39,-97.73,15.95
0.8,-0.93,0.33,42.02,-87.07,33.66
1.0,-0.93,0.4,42.87,-70.67,43.98
1.14,-0.99,0.38,34.64,-54.85,46.76
1.09,-1.1,0.39,21.91,-42.53,45.18
1.04,-1.31,0.33,10.82,-36.98,41.44
1.05,-1.56,0.22,6.02,-29.89,38.17
1.02,-1.82,0.12,11.57,-19.11,36.85
0.97,-2.08,0.01,29.07,-10.34,31.8
1.06,-2.12,-0.08,53.86,11.07,34.02
0.87,-1.95,-0.09,67.98,18.92,27.31
0.74,-1.82,-0.06,74.15,27.86,12.47
0.59,-1.56,-0.06,70.46,38.37,0.03
0.33,-1.33,0.01,61.5,41.83,-8.08
0.14,-1.16,0.11,51.86,43.37,-8.32
-0.03,-1.07,0.18,43.56,40.05,-8.08
-0.14,-0.99,0.23,34.55,36.29,-6.53
-0.24,-0.93,0.24,24.98,31.98,-4.47
-0.33,-0.94,0.28,16.24,22.72,-5.21
-0.35,-0.94,0.25,9.73,12.85,-6.92
-0.33,-0.94,0.22,4.75,5.83,-8.85
-0.34,-0.91,0.21,0.49,0.05,-8.99
-0.34,-0.91,0.2,-2.58,-5.28,-8.75
-0.33,-0.91,0.16,-4.52,-9.22,-6.82
-0.32,-0.91,0.15,-5.05,-11.19,-4.61
-0.32,-0.9,0.13,-4.78,-12.61,-0.92
-0.28,-0.91,0.11,-4.63,-12.43,2.67
-0.27,-0.89,0.09,-5.68,-11.97,2.66
