acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
-0.06,-0.99,0.01,-2.75,-10.0,2.7
-0.09,-1.02,0.05,-2.34,-14.02,1.77
-0.12,-1.04,0.08,-0.5,-19.45,2.27
-0.12,-1.03,0.08,1.79,-24.15,3.83
-0.1,-1.04,0.08,4.11,-28.75,5.4
-0.1,-1.03,0.08,6.15,-32.7,6.23
-0.09,-1.01,0.1,6.23,-36.67,5.36
-0.07,-0.99,0.08,4.47,-40.58,3.98
-0.0,-0.87,0.02,-1.36,-40.53,17.15
-0.13,-1.07,0.15,-0.63,-43.74,-6.84
-0.06,-0.93,0.08,-5.74,-50.5,-4.87
-0.04,-0.98,0.05,-6.98,-47.54,-4.6
-0.1,-1.02,0.11,-6.06,-50.96,-7.47
-0.11,-1.03,0.09,-4.85,-53.24,-8.79
-0.17,-1.02,0.11,-3.59,-60.23,-5.74
-0.17,-1.05,0.1,0.9,-65.48,-0.78
-0.15,-1.03,0.08,2.58,-69.86,1.16
-0.12,-1.05,0.07,6.66,-72.29,3.48
-0.1,-1.05,0.06,10.64,-72.56,9.39
-0.09,-1.04,0.07,15.97,-73.21,10.41
-0.13,-0.97,0.06,17.73,-75.63,15.28
-0.16,-0.95,0.06,18.38,-81.59,15.69
-0.16,-0.88,0.02,14.66,-89.68,16.67
-0.16,-0.88,0.0,7.76,-95.25,12.78
-0.12,-0.88,-0.01,-3.34,-100.09,5.39
0.04,-0.99,-0.09,-4.41,-93.3,-1.98
-0.02,-1.03,-0.05,-4.52,-87.59,-1.71
-0.09,-1.06,-0.01,-3.77,-88.15,1.53
-0.14,-1.1,0.01,0.99,-91.18,6.2
-0.13,-1.11,0.02,8.52,-91.33,14.37
-0.15,-1.1,0.02,17.13,-96.09,19.53
-0.15,-1.06,-0.01,23.16,-99.44,29.11
-0.13,-1.0,-0.04,21.21,-101.25,26.82
-0.12,-0.96,-0.05,16.72,-102.58,20.99
-0.11,-0.89,-0.08,5.02,-101.73,10.08
-0.12,-0.87,-0.07,-8.96,-99.89,-0.96
-0.15,-0.91,-0.06,-19.63,-99.16,-8.52
-0.15,-0.96,-0.05,-25.53,-98.79,-12.79
-0.14,-1.0,-0.06,-25.33,-95.31,-12.2
-0.14,-1.05,-0.08,-20.17,-91.91,-7.63
-0.19,-1.06,-0.08,-12.2,-95.01,-0.5
-0.17,-1.06,-0.11,-3.22,-92.09,6.79
-0.17,-1.02,-0.14,5.92,-93.21,14.73
-0.17,-0.96,-0.17,10.93,-93.98,20.05
-0.15,-0.9,-0.22,11.22,-91.44,20.24
-0.1,-0.83,-0.26,6.96,-90.35,15.01
-0.1,-0.76,-0.3,-6.82,-83.44,8.61
-0.12,-0.79,-0.3,-19.57,-80.66,0.53
-0.1,-0.86,-0.32,-27.6,-76.49,-5.63
-0.1,-0.9,-0.34,-30.52,-71.53,-8.44
-0.1,-0.97,-0.35,-27.33,-66.89,-5.1
-0.08,-0.99,-0.37,-21.13,-61.47,1.48
-0.06,-0.97,-0.41,-13.56,-54.87,9.63
-0.06,-0.94,-0.44,-8.05,-48.09,15.15
-0.04,-0.89,-0.47,-6.72,-41.34,15.36
-0.07,-0.85,-0.49,-10.75,-33.74,9.74
-0.11,-0.81,-0.49,-22.85,-26.2,-2.34
-0.17,-0.85,-0.47,-36.0,-21.71,-11.89
-0.18,-0.96,-0.48,-41.69,-18.23,-15.65
-0.15,-1.08,-0.48,-38.32,-11.97,-13.91
-0.17,-1.18,-0.46,-28.73,-6.63,-9.69
-0.17,-1.21,-0.47,-16.09,-2.58,-1.71
-0.14,-1.18,-0.49,-2.18,3.27,8.32
-0.13,-1.08,-0.5,6.58,9.59,15.16
-0.12,-0.98,-0.49,6.27,14.27,14.6
-0.09,-0.94,-0.49,2.12,19.07,11.08
-0.08,-0.9,-0.48,-3.74,24.56,6.12
-0.09,-0.91,-0.44,-9.5,28.46,1.83
-0.11,-0.95,-0.4,-10.7,31.11,2.05
-0.1,-0.98,-0.38,-8.46,34.53,6.05
-0.1,-0.99,-0.38,-5.33,38.27,10.26
-0.09,-0.97,-0.37,-3.4,41.42,13.39
-0.08,-0.96,-0.36,-3.31,44.29,14.15
-0.08,-0.94,-0.36,-4.08,47.45,14.76
-0.09,-0.93,-0.34,-6.26,51.3,14.92
-0.1,-0.91,-0.32,-9.34,54.02,14.52
-0.11,-0.94,-0.3,-11.48,54.61,11.01
-0.12,-0.92,-0.29,-14.47,58.15,8.84
-0.15,-0.95,-0.27,-17.89,59.62,8.63
-0.15,-0.99,-0.26,-16.72,60.02,10.17
-0.13,-0.98,-0.28,-14.17,62.81,12.63
-0.13,-0.98,-0.26,-12.82,65.3,14.98
-0.12,-0.98,-0.24,-11.47,66.73,15.66
-0.1,-0.98,-0.23,-11.57,68.99,14.72
-0.11,-0.95,-0.22,-13.6,70.43,14.35
-0.14,-0.96,-0.2,-16.81,70.5,12.46
-0.12,-0.98,-0.19,-18.78,71.79,10.89
-0.12,-1.01,-0.2,-19.8,72.73,10.66
-0.12,-1.03,-0.21,-19.83,73.71,11.3
-0.18,-1.06,-0.18,-17.44,70.81,15.91
-0.12,-1.07,-0.17,-15.36,75.79,15.11
-0.13,-1.09,-0.14,-10.38,76.23,17.51
-0.15,-1.09,-0.13,-5.6,75.69,18.27
-0.15,-1.08,-0.1,-1.59,73.8,19.07
-0.15,-1.05,-0.11,1.16,74.52,19.24
-0.14,-1.01,-0.12,1.45,74.73,17.91
-0.16,-0.98,-0.1,-0.92,74.24,14.18
-0.18,-0.98,-0.09,-3.3,72.18,9.5
-0.18,-0.98,-0.09,-6.44,70.35,4.43
-0.19,-1.0,-0.06,-9.42,69.98,0.27
