acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
-0.35,-0.97,-0.22,-0.02,3.24,0.37
-0.42,-0.95,-0.23,-0.93,2.9,-1.24
-0.5,-0.96,-0.22,-2.26,1.65,-2.26
-0.56,-0.98,-0.22,-2.12,-0.56,-3.54
-0.65,-1.01,-0.21,-1.97,-3.42,-5.98
-0.72,-1.02,-0.21,-2.43,-7.31,-9.22
-0.81,-1.03,-0.25,-1.3,-12.53,-11.57
-0.86,-1.0,-0.27,-2.81,-16.67,-15.1
-0.87,-1.04,-0.3,-0.81,-16.11,-15.86
-0.94,-0.99,-0.31,4.44,-18.34,-18.55
-1.01,-0.92,-0.33,5.91,-20.76,-21.65
-1.04,-0.84,-0.3,4.93,-21.66,-25.48
-1.13,-0.75,-0.32,2.82,-27.6,-24.66
-1.15,-0.73,-0.24,3.82,-37.39,-21.65
-1.2,-0.73,-0.24,9.8,-47.16,-17.22
-1.18,-0.64,-0.22,12.12,-54.17,-5.83
-1.19,-0.62,-0.21,16.75,-66.46,3.42
-1.17,-0.58,-0.15,16.85,-77.51,11.18
-1.13,-0.63,-0.2,21.71,-89.33,19.42
-1.03,-0.61,-0.24,15.89,-90.47,15.77
-0.94,-0.66,-0.13,9.74,-96.34,12.55
-0.79,-0.79,-0.11,6.64,-101.68,10.93
-0.68,-0.83,-0.13,2.27,-105.42,-4.34
-0.59,-0.84,0.0,-6.41,-109.91,-9.37
-0.39,-1.02,-0.11,-13.08,-109.33,-21.57
-0.16,-1.0,-0.05,-20.35,-93.8,-20.15
-0.05,-1.08,-0.03,-15.51,-85.5,-12.81
0.11,-1.03,0.04,-12.55,-78.99,-5.08
0.31,-1.07,0.0,-6.63,-74.41,4.92
0.56,-1.07,0.0,-4.31,-61.24,12.76
0.73,-1.03,-0.01,-7.62,-49.68,12.78
0.85,-1.03,0.0,-17.86,-39.16,5.39
0.95,-1.02,0.08,-28.21,-28.02,5.31
0.93,-1.11,0.07,-29.22,-27.37,2.61
0.91,-1.17,0.13,-21.36,-33.27,11.83
0.95,-1.21,0.1,-3.18,-44.09,32.49
1.03,-1.23,-0.04,13.85,-49.71,52.82
1.07,-1.21,-0.2,28.08,-48.58,67.13
1.16,-1.12,-0.36,27.82,-36.02,69.73
1.19,-1.08,-0.58,17.65,-13.63,59.88
1.13,-1.0,-0.63,-3.98,15.25,43.28
0.95,-1.05,-0.59,-27.85,40.03,24.72
0.84,-1.18,-0.55,-46.43,62.03,13.1
0.76,-1.48,-0.56,-45.68,84.18,-0.21
0.59,-1.5,-0.45,-40.96,99.34,-16.15
0.54,-1.53,-0.36,-39.89,106.92,-30.49
0.51,-1.54,-0.27,-33.24,108.34,-42.69
0.46,-1.46,-0.17,-23.08,101.21,-47.98
0.36,-1.45,-0.1,-11.3,93.45,-43.24
0.52,-1.34,-0.23,4.06,84.82,-35.48
0.56,-1.06,-0.2,7.92,81.86,-14.85
0.53,-0.94,-0.23,5.34,83.66,-6.14
0.55,-0.9,-0.29,-9.73,82.6,-2.89
0.53,-0.96,-0.29,-19.25,77.04,-7.57
0.58,-1.09,-0.38,-18.43,84.85,-14.63
0.48,-1.19,-0.34,-9.88,93.37,-20.55
0.19,-1.18,-0.21,-5.59,97.37,-26.63
-0.11,-1.2,-0.05,-1.3,86.82,-28.23
-0.25,-1.09,-0.06,2.21,72.35,-19.83
-0.46,-0.97,-0.09,7.22,58.37,0.46
-0.49,-0.94,-0.19,20.56,50.61,22.53
