acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.23,-1.01,0.12,6.09,4.15,-4.78
0.22,-0.96,0.1,7.22,4.72,-3.77
0.19,-0.91,0.07,3.3,4.78,-3.92
0.19,-0.94,0.05,-1.95,5.04,-5.01
0.19,-1.01,0.07,-2.14,5.97,-5.25
0.14,-1.07,0.08,0.73,6.55,-5.89
0.13,-1.11,0.07,4.06,6.34,-8.32
0.11,-1.11,0.04,9.02,7.54,-10.79
0.06,-1.04,0.0,9.71,7.39,-14.37
0.01,-0.98,-0.02,5.82,4.76,-18.49
0.04,-1.0,-0.08,3.88,9.25,-17.77
-0.05,-1.0,-0.05,7.68,4.31,-20.08
-0.01,-0.94,-0.11,8.02,5.94,-14.17
0.0,-0.89,-0.15,7.1,6.61,-12.82
0.0,-0.89,-0.18,3.69,8.53,-12.95
-0.03,-0.89,-0.15,-1.79,7.54,-15.16
-0.02,-0.99,-0.12,-1.68,8.27,-14.58
-0.01,-1.03,-0.08,3.4,9.97,-14.9
-0.06,-0.99,-0.02,4.24,8.02,-18.63
-0.06,-0.93,-0.02,1.5,5.66,-22.6
-0.07,-0.93,0.01,-0.27,4.61,-23.47
-0.11,-0.95,0.06,-1.4,0.47,-21.65
-0.05,-1.01,0.09,3.47,-2.81,-18.47
-0.04,-1.01,0.07,12.7,-4.96,-14.87
-0.02,-0.92,0.07,11.13,-8.06,-14.29
0.01,-0.86,0.04,3.16,-12.82,-16.85
0.11,-0.91,0.03,-2.78,-15.54,-18.9
0.23,-0.94,-0.02,-1.88,-11.04,-16.53
0.23,-0.9,-0.02,-3.77,-8.47,-16.43
0.31,-0.86,-0.05,-6.73,-6.27,-16.87
0.35,-0.8,-0.06,-13.8,-1.86,-15.85
0.36,-0.92,0.0,-11.6,1.15,-10.63
0.33,-0.94,0.03,-2.95,3.92,-4.29
0.31,-0.96,0.1,1.16,2.52,0.41
0.38,-0.97,0.11,7.05,0.29,2.64
0.45,-0.93,0.08,7.89,1.95,3.94
0.48,-0.89,0.1,5.31,1.4,0.96
0.55,-0.83,0.06,2.89,3.3,1.6
0.6,-0.72,0.06,-3.5,9.1,8.18
0.66,-0.7,0.07,-12.61,15.31,14.52
0.66,-0.75,0.16,-21.66,18.96,16.72
0.68,-0.93,0.26,-23.69,22.47,20.05
0.68,-1.06,0.36,-15.95,24.66,19.4
0.66,-1.06,0.42,-9.62,22.61,14.38
0.68,-1.03,0.43,-4.2,22.43,14.21
0.69,-0.96,0.42,-0.63,21.16,14.31
0.69,-0.91,0.43,-2.27,19.25,14.32
0.69,-0.89,0.5,-5.08,18.24,13.21
0.71,-0.92,0.49,-5.34,12.64,12.89
0.77,-0.9,0.48,-7.36,13.39,14.58
0.79,-0.99,0.5,-3.62,12.7,14.63
0.81,-0.94,0.48,-4.08,14.58,9.3
0.75,-0.88,0.5,-5.34,11.8,3.22
0.68,-0.83,0.5,-6.17,5.22,-1.07
0.72,-0.78,0.46,-8.12,1.21,-1.1
0.73,-0.79,0.44,-6.63,0.0,0.05
0.71,-0.82,0.43,0.38,0.58,3.3
0.67,-0.8,0.43,5.88,-1.11,2.56
0.65,-0.75,0.38,9.56,-3.42,0.56
0.6,-0.67,0.38,8.6,-8.72,-3.63
0.55,-0.59,0.35,1.89,-15.25,-10.66
0.55,-0.58,0.31,-5.88,-18.31,-11.21
0.56,-0.61,0.29,-7.48,-17.34,-4.21
0.52,-0.64,0.29,-8.46,-16.78,3.01
0.51,-0.71,0.3,-11.88,-18.6,7.27
0.58,-0.77,0.25,-12.61,-15.68,11.66
0.58,-0.79,0.23,-10.23,-11.89,14.63
0.47,-0.8,0.29,-9.68,-17.19,13.33
0.52,-0.88,0.26,-6.81,-21.3,7.48
0.53,-0.86,0.21,-2.85,-21.36,4.31
0.52,-0.87,0.18,3.08,-18.06,5.47
0.44,-0.83,0.16,3.83,-21.71,3.54
0.46,-0.76,0.09,-3.04,-20.02,3.82
0.45,-0.8,0.05,-15.77,-16.96,4.37
0.35,-0.9,0.1,-18.55,-14.9,4.38
0.27,-1.01,0.15,-18.66,-17.4,2.67
0.32,-1.12,0.12,-6.73,-17.53,4.34
0.31,-1.1,0.09,7.51,-17.39,3.62
0.33,-0.96,0.0,15.68,-16.66,1.95
0.25,-0.77,-0.12,11.45,-15.8,-0.24
0.81,-0.75,-0.58,-13.59,-11.76,-5.21
0.36,-0.8,-0.35,-32.79,-7.19,3.88
0.06,-0.9,-0.14,-36.92,1.19,17.11
0.09,-1.09,-0.12,-41.63,9.05,27.56
0.03,-1.31,-0.02,-32.32,8.64,25.76
0.01,-1.42,0.06,-19.83,4.84,18.53
0.06,-1.45,0.02,0.82,4.82,8.87
-0.02,-1.16,-0.1,6.87,5.88,4.72
-0.08,-0.97,-0.16,-5.21,6.03,2.15
-0.07,-0.97,-0.18,-17.88,7.94,1.33
-0.17,-1.02,-0.09,-25.73,10.64,3.28
-0.09,-1.12,-0.1,-26.05,12.29,8.14
-0.18,-1.2,-0.0,-22.75,9.98,6.95
-0.15,-1.21,0.04,-14.6,5.77,5.37
-0.08,-1.24,0.03,-0.53,4.67,3.85
-0.08,-1.13,0.01,10.63,2.06,2.38
-0.06,-1.01,-0.03,17.5,0.2,1.88
-0.02,-0.84,-0.1,16.31,0.53,4.55
0.02,-0.76,-0.13,8.23,0.24,3.21
0.05,-0.74,-0.13,-3.24,0.09,1.33
