acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.16,-0.99,0.07,-2.37,-2.31,-2.19
0.18,-1.07,0.08,3.66,-4.24,-1.45
0.17,-1.05,0.07,4.05,-4.56,-2.78
0.18,-1.06,0.07,4.17,-5.24,-4.63
0.18,-1.05,0.07,2.85,-5.82,-7.76
0.19,-1.08,0.06,2.18,-5.79,-10.3
0.19,-1.07,0.06,5.69,-5.58,-10.18
0.2,-1.02,0.05,8.87,-5.24,-8.18
0.21,-0.95,0.04,9.6,-5.72,-6.34
0.23,-0.89,0.03,8.4,-6.63,-4.51
0.24,-0.82,0.02,4.9,-7.4,-3.31
0.25,-0.78,0.01,0.36,-7.91,-0.61
0.27,-0.75,0.02,-2.47,-8.42,3.88
0.31,-0.73,0.02,-3.71,-7.91,10.05
0.34,-0.65,0.01,-6.44,-6.79,17.95
0.34,-0.55,0.03,-14.11,-5.21,29.5
0.32,-0.59,0.08,-22.37,-7.92,36.22
0.33,-0.68,0.09,-30.26,-13.38,39.24
0.35,-0.88,0.09,-33.82,-17.72,39.85
0.43,-1.07,0.05,-33.31,-18.14,36.94
0.45,-1.21,0.02,-35.25,-15.56,28.14
0.37,-1.39,0.06,-40.3,-16.98,12.82
0.31,-1.68,0.07,-39.08,-20.46,-5.98
0.35,-1.96,0.03,-29.08,-18.77,-22.42
0.36,-2.0,0.01,-12.6,-11.14,-39.45
0.28,-2.0,0.02,2.08,-6.46,-61.89
0.23,-2.0,0.0,12.88,-4.21,-88.24
0.12,-2.0,0.01,17.61,-0.95,-106.47
0.04,-1.98,0.04,19.27,-2.2,-120.96
-0.01,-1.87,0.04,18.59,-3.96,-130.11
0.03,-1.88,0.05,21.17,-4.53,-139.47
0.06,-1.92,0.04,29.47,-3.7,-154.75
0.04,-2.0,0.1,41.95,-4.07,-174.32
0.06,-1.98,0.03,62.21,-1.02,-193.54
0.05,-1.78,-0.01,83.4,6.64,-204.04
0.0,-1.46,0.0,98.82,8.51,-212.94
0.03,-1.15,-0.08,104.94,9.02,-213.52
0.03,-0.79,-0.08,100.73,9.08,-214.87
0.05,-0.61,-0.04,94.6,6.67,-210.31
0.11,-0.56,-0.03,93.16,6.42,-203.82
0.22,-0.56,-0.03,98.51,8.32,-196.83
0.28,-0.54,-0.08,111.07,12.27,-195.95
0.28,-0.45,-0.04,112.29,13.25,-196.56
0.24,-0.31,-0.04,111.84,8.2,-199.29
0.29,-0.15,-0.08,110.53,5.73,-192.02
0.34,-0.03,-0.09,103.2,10.22,-178.31
0.31,0.09,-0.06,94.35,11.75,-158.6
0.35,0.03,-0.02,87.63,13.72,-140.51
0.38,0.03,-0.0,83.08,13.34,-132.17
0.44,0.06,-0.01,74.65,16.26,-126.56
0.43,0.15,-0.0,68.48,18.15,-121.13
0.4,0.31,0.03,58.21,15.15,-113.07
0.41,0.48,0.04,44.6,11.09,-98.72
0.38,0.71,0.07,29.35,7.62,-77.21
0.45,0.7,-0.01,17.12,4.48,-49.56
0.47,0.85,-0.01,6.73,3.93,-18.76
0.49,0.95,-0.03,-3.06,2.7,11.8
0.45,1.11,-0.02,-19.19,1.08,39.35
0.42,1.25,-0.03,-41.81,-2.04,65.34
0.38,1.26,-0.06,-65.31,-3.95,92.34
0.33,1.24,-0.06,-83.27,-5.3,119.79
0.25,1.24,-0.09,-97.47,-6.69,147.47
0.08,1.34,-0.08,-115.82,-13.34,176.44
-0.05,1.35,-0.14,-139.79,-23.79,209.21
-0.14,1.21,-0.26,-163.41,-31.79,249.43
-0.22,0.97,-0.4,-185.55,-36.61,250.13
-0.35,0.51,-0.44,-200.27,-41.79,250.13
-0.4,-0.03,-0.52,-206.62,-46.8,250.13
-0.49,-0.51,-0.57,-212.07,-48.79,250.13
-0.52,-1.16,-0.51,-215.2,-47.39,250.13
-0.49,-1.86,-0.45,-203.41,-56.39,250.13
-0.33,-2.0,-0.43,-176.48,-59.54,250.13
-0.27,-2.0,-0.39,-146.51,-62.66,250.13
-0.3,-2.0,-0.45,-124.58,-56.73,235.47
-0.27,-2.0,-0.37,-115.34,-46.34,226.11
-0.25,-2.0,-0.16,-88.72,-35.73,206.81
-0.01,-2.0,-0.11,-59.21,-25.46,178.85
0.47,-2.0,-0.71,-43.71,-66.45,150.32
0.42,-2.0,-0.29,-5.69,-27.47,99.86
0.55,-2.0,-0.18,1.72,-5.98,57.34
0.41,-2.0,-0.19,1.85,6.23,35.41
0.53,-1.77,-0.28,4.82,4.21,14.23
0.37,-1.43,-0.18,2.38,12.29,14.94
0.37,-1.3,-0.15,-1.37,12.91,19.84
0.34,-1.28,-0.14,-1.74,13.51,24.29
0.38,-1.36,-0.15,3.56,13.95,24.57
0.36,-1.39,-0.15,12.74,17.45,23.64
0.4,-1.27,-0.17,18.66,18.85,18.12
0.12,-0.85,0.15,23.08,15.25,12.8
0.09,-1.21,-0.04,20.11,13.61,-3.08
0.25,-1.07,-0.16,10.48,22.32,-7.11
0.14,-1.12,-0.08,8.95,12.21,-13.05
0.18,-1.08,-0.1,8.05,14.38,-8.47
0.01,-1.14,-0.05,13.81,13.03,-4.88
0.16,-1.06,-0.09,17.99,13.05,-5.78
0.17,-0.96,-0.11,16.35,14.2,-3.6
0.14,-0.91,-0.09,10.56,12.21,-5.92
0.15,-0.92,-0.08,4.75,11.75,-5.94
0.18,-1.01,-0.08,7.62,12.67,-5.68
0.16,-1.0,-0.08,10.07,12.27,-5.67
