acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
-0.56,-1.45,-0.38,-8.27,-15.44,-12.78
-0.65,-1.8,-0.37,-4.75,-32.11,-34.6
-0.56,-2.24,-0.57,21.08,-38.76,-52.6
-0.63,-2.51,-0.59,57.42,-42.44,-69.95
-0.46,-2.72,-0.79,97.51,-33.24,-69.1
-0.64,-3.0,-0.78,143.13,-35.53,-106.17
-0.61,-2.83,-0.77,170.79,-28.46,-138.44
-0.77,-2.79,-0.68,184.79,-26.23,-185.57
-0.91,-2.84,-0.52,196.58,-32.58,-238.52
-0.9,-2.81,-0.54,216.58,-32.73,-285.21
-0.99,-2.61,-0.43,234.52,-27.31,-324.24
-1.01,-2.29,-0.41,249.71,-13.82,-334.46
-1.17,-1.89,-0.3,258.34,-12.99,-340.24
-1.18,-1.57,-0.16,246.9,-18.18,-353.62
-1.13,-1.25,-0.09,222.72,-25.69,-367.54
-1.18,-1.09,0.1,189.68,-37.51,-385.76
-1.13,-0.98,0.12,168.34,-46.75,-402.87
-1.06,-0.76,0.17,142.4,-56.63,-415.01
-0.96,-0.77,0.16,126.75,-60.92,-419.88
-0.89,-0.68,0.12,123.66,-68.79,-426.53
-0.84,-0.54,0.09,125.19,-73.08,-429.73
-0.71,-0.23,0.03,121.25,-69.71,-419.79
-0.7,-0.1,0.05,115.92,-72.9,-412.12
-0.61,0.15,0.01,100.38,-76.2,-410.81
-0.53,0.23,0.08,74.58,-80.27,-416.06
-0.41,0.35,0.04,47.98,-79.24,-423.57
-0.21,0.43,0.03,31.76,-67.6,-420.18
-0.19,0.47,0.04,26.24,-62.03,-406.06
-0.18,0.45,0.02,34.06,-51.57,-387.42
-0.03,0.53,-0.0,50.24,-41.19,-361.31
-0.01,0.71,-0.05,63.28,-33.51,-344.32
0.08,1.15,-0.07,63.74,-35.01,-316.6
0.25,1.35,-0.09,58.67,-30.09,-284.73
0.34,1.53,-0.07,50.55,-23.53,-253.47
0.4,1.54,-0.09,48.27,-20.4,-222.95
0.51,1.81,-0.05,51.54,-19.62,-191.45
0.56,2.18,-0.04,25.04,-25.91,-154.66
0.68,2.34,-0.08,-3.21,-25.94,-123.19
0.79,2.37,-0.08,-20.73,-26.34,-78.76
0.84,2.32,-0.12,-26.72,-24.92,-28.02
0.98,2.53,-0.19,-38.58,-15.07,29.68
1.01,2.58,-0.22,-53.08,-3.01,97.95
0.98,2.6,-0.26,-67.48,10.76,162.38
0.88,2.62,-0.26,-87.79,20.06,223.39
0.79,2.57,-0.28,-105.82,33.22,290.14
0.65,2.45,-0.29,-116.72,40.93,356.37
0.39,2.36,-0.29,-128.32,46.78,416.12
0.18,2.2,-0.35,-145.18,50.34,458.73
-0.12,1.99,-0.39,-170.78,49.79,485.68
-0.4,1.66,-0.45,-197.11,47.25,500.26
-0.7,1.48,-0.51,-219.79,42.17,500.26
-0.96,1.2,-0.6,-234.27,37.31,500.26
-1.26,0.88,-0.69,-240.82,36.32,500.26
-1.54,0.48,-0.74,-244.78,30.09,500.26
-1.75,0.04,-0.78,-249.6,18.38,500.26
-2.01,-0.37,-0.74,-256.05,0.73,500.26
-2.2,-0.74,-0.63,-271.45,-23.04,500.26
-2.25,-1.27,-0.56,-275.82,-47.6,476.24
-2.12,-1.84,-0.49,-252.41,-66.79,443.91
-1.89,-2.12,-0.43,-211.4,-76.35,425.22
-1.69,-2.29,-0.42,-161.04,-78.05,401.57
-1.5,-2.11,-0.5,-129.42,-77.42,376.32
-1.28,-1.95,-0.63,-123.11,-68.15,355.44
-1.09,-1.97,-0.69,-127.34,-52.93,325.11
-0.98,-2.02,-0.69,-128.05,-40.06,297.16
-0.92,-1.95,-0.71,-125.3,-31.66,270.64
-0.86,-1.93,-0.72,-120.58,-24.96,253.37
-0.85,-2.04,-0.7,-107.91,-21.56,234.4
-1.21,-2.48,-0.66,-73.28,-29.63,209.97
-0.98,-2.05,-0.5,-77.51,-45.85,187.11
-0.68,-2.15,-0.62,-77.15,-15.92,158.14
-0.75,-2.28,-0.6,-71.92,-20.7,123.31
-0.57,-2.36,-0.7,-52.12,-14.18,89.37
-0.62,-2.19,-0.65,-25.48,-9.76,69.8
