acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
-0.28,-1.12,0.07,-0.78,-8.35,-6.46
-0.34,-1.08,0.05,4.7,-9.98,-3.45
-0.28,-1.03,0.05,7.37,-10.0,-3.04
-0.19,-1.05,-0.08,7.42,-9.76,-3.5
-0.21,-0.91,0.01,5.05,-10.66,3.73
-0.15,-0.87,0.0,-0.24,-9.57,3.53
-0.12,-0.88,-0.01,0.73,-5.07,1.05
-0.11,-0.89,0.03,0.72,-3.82,-1.24
-0.16,-0.91,0.05,0.55,-4.41,-3.3
0.06,-0.99,0.04,4.23,-1.47,-3.97
0.23,-1.07,0.07,10.29,6.63,-4.72
0.43,-1.11,0.15,17.18,12.82,-4.56
0.64,-1.12,0.3,19.62,13.45,-2.9
0.9,-1.14,0.47,11.25,6.08,-5.47
1.22,-1.29,0.58,-8.46,-4.03,-14.35
1.43,-1.58,0.58,-24.52,-21.77,-29.59
1.65,-1.88,0.46,-33.3,-35.24,-48.53
1.86,-2.04,0.32,-40.49,-40.27,-63.74
2.04,-2.27,0.16,-39.01,-34.99,-84.29
2.09,-2.3,0.12,-13.86,-26.38,-106.82
2.11,-1.94,0.12,18.02,-10.21,-120.76
1.83,-1.3,0.16,45.4,-4.63,-120.23
1.72,-0.48,0.13,41.33,-5.83,-108.52
1.74,0.09,-0.11,12.7,3.88,-91.05
1.66,0.7,-0.23,-35.24,22.61,-67.8
1.46,0.52,-0.48,-87.94,53.79,-42.34
1.01,0.26,-0.68,-115.65,82.87,-5.27
0.34,-0.31,-0.82,-107.69,105.59,37.13
-0.54,-0.72,-0.76,-84.75,111.92,52.56
-1.12,-0.83,-0.81,-69.36,112.78,66.61
-1.49,-0.85,-0.94,-56.32,118.46,82.08
-1.78,-0.88,-1.09,-38.02,129.56,100.92
-1.96,-0.76,-1.09,-26.0,152.44,131.91
-2.27,-0.76,-0.95,-20.46,170.73,161.97
-2.48,-0.96,-0.72,-24.84,182.49,167.56
-2.78,-1.21,-0.32,-37.89,191.28,136.73
-2.69,-1.39,0.22,-58.35,179.3,114.34
-2.56,-1.67,0.61,-51.02,153.13,85.54
-2.5,-1.55,0.97,-49.27,105.77,51.63
-2.31,-1.41,1.07,-64.98,48.84,10.69
-1.97,-1.4,0.92,-79.54,-6.2,-26.82
-1.72,-1.54,0.66,-77.73,-51.33,-58.5
-1.39,-1.69,0.22,-50.61,-79.91,-76.35
-1.09,-1.57,-0.26,-8.38,-86.44,-91.37
-0.97,-1.26,-0.65,32.26,-88.41,-105.02
-0.74,-0.75,-1.03,59.63,-75.19,-106.99
-0.59,-0.13,-1.2,66.5,-57.5,-102.75
-0.63,0.48,-1.02,41.66,-44.82,-89.85
-0.67,0.45,-0.97,11.25,-34.72,-67.54
-0.94,0.54,-0.7,-42.05,-31.92,-48.58
-1.24,0.04,-0.56,-78.12,-38.81,-46.06
-1.52,-0.3,-0.53,-97.83,-48.49,-45.95
-1.81,-0.8,-0.48,-92.0,-61.73,-52.31
-1.89,-0.82,-0.61,-83.21,-70.67,-57.28
-1.82,-0.79,-0.57,-77.18,-73.92,-56.24
-1.77,-0.68,-0.62,-76.7,-68.56,-61.76
-1.79,-0.49,-0.57,-76.89,-68.44,-58.02
-1.8,-0.73,-0.48,-59.6,-83.94,-71.42
-1.56,-0.75,-0.28,-46.44,-104.2,-91.82
-1.14,-0.6,-0.23,-13.63,-114.27,-83.73
-0.63,-0.3,-0.16,20.11,-112.47,-50.46
-0.2,-0.0,-0.11,42.64,-110.49,-10.05
0.24,0.16,-0.1,46.89,-109.16,21.01
0.68,0.2,-0.23,30.23,-94.09,42.64
0.99,-0.07,-0.19,7.83,-70.43,61.66
1.16,-0.54,-0.07,0.93,-57.63,75.48
1.31,-1.03,-0.02,12.81,-48.87,85.89
1.48,-1.54,-0.1,49.92,-42.76,87.11
1.65,-1.78,-0.16,57.25,-28.63,85.68
1.72,-1.85,-0.3,69.92,-12.03,75.76
1.61,-1.86,-0.29,76.55,-0.6,67.63
1.58,-1.92,-0.39,81.34,14.52,59.69
1.48,-2.02,-0.43,84.41,32.63,47.36
1.25,-2.08,-0.37,90.12,43.66,26.93
1.05,-2.04,-0.3,101.66,54.17,13.11
0.83,-1.86,-0.19,112.09,60.96,2.05
0.56,-1.62,-0.05,110.72,62.73,-3.63
0.31,-1.4,0.11,99.13,55.39,-11.71
0.14,-1.26,0.2,80.89,43.88,-25.31
0.04,-1.2,0.28,64.27,30.89,-34.14
-0.02,-1.18,0.26,53.51,21.11,-38.66
-0.13,-1.16,0.29,47.69,6.23,-38.95
-0.13,-1.17,0.22,44.58,-6.93,-40.5
-0.05,-1.14,0.11,42.55,-11.82,-42.08
-0.07,-1.06,0.05,36.79,-11.83,-39.02
-0.12,-1.03,0.03,28.93,-13.63,-35.98
-0.13,-0.99,0.0,19.73,-15.22,-33.19
-0.1,-0.97,-0.03,9.69,-14.55,-30.72
-0.05,-0.95,-0.05,0.03,-12.69,-29.37
0.01,-0.92,-0.09,-9.97,-7.28,-25.1
-0.01,-0.91,-0.07,-13.74,-5.16,-18.09
0.03,-0.94,-0.09,-17.6,-2.84,-11.91
0.04,-1.01,-0.11,-19.21,1.11,-9.65
0.02,-1.1,-0.07,-17.21,5.19,-10.17
-0.05,-1.14,-0.03,-10.7,6.9,-12.06
-0.09,-1.11,0.02,-3.97,5.83,-13.91
-0.09,-0.99,0.05,-1.79,3.69,-20.12
-0.08,-0.89,0.06,-4.41,3.27,-20.52
-0.08,-0.83,0.08,-7.91,3.98,-20.23
-0.09,-0.8,0.1,-14.4,2.53,-18.15
