acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
-0.03,-1.01,-0.14,3.45,6.08,7.62
-0.03,-1.02,-0.1,5.36,5.21,11.4
-0.07,-1.02,-0.07,7.25,2.24,13.94
-0.07,-1.03,-0.04,9.21,-0.09,16.41
-0.09,-1.03,-0.0,12.09,-3.82,18.44
-0.1,-1.02,0.03,13.88,-8.5,16.46
-0.09,-1.01,0.03,15.5,-11.22,14.81
-0.11,-0.99,0.07,15.15,-13.79,15.59
-0.13,-0.99,0.07,14.15,-18.66,14.09
-0.13,-1.01,0.08,12.2,-23.66,12.03
-0.15,-1.01,0.09,10.53,-27.3,8.41
-0.16,-1.03,0.08,11.21,-31.65,6.61
-0.16,-1.03,0.09,14.11,-36.21,7.01
-0.15,-1.02,0.09,18.78,-39.15,9.45
-0.16,-1.02,0.09,25.07,-41.97,13.92
-0.2,-1.01,0.1,29.15,-48.52,13.71
-0.17,-0.95,0.06,26.67,-54.05,13.48
-0.15,-0.92,0.01,21.63,-59.6,13.39
-0.09,-0.94,-0.01,15.82,-63.83,13.92
-0.03,-0.97,-0.05,11.74,-63.74,11.18
-0.0,-1.02,-0.08,11.42,-61.05,5.98
-0.02,-1.08,-0.04,13.34,-60.05,0.96
-0.01,-1.11,-0.05,16.29,-57.04,-1.71
-0.03,-1.13,-0.03,23.91,-51.5,1.36
-0.08,-1.1,-0.01,32.27,-46.09,4.6
-0.19,-1.03,0.02,35.59,-47.24,12.0
-0.3,-0.96,0.03,33.56,-56.15,18.23
-0.34,-0.89,0.03,26.2,-68.85,19.47
-0.26,-0.88,-0.02,16.08,-79.22,17.37
-0.18,-0.93,-0.07,9.42,-81.94,14.9
-0.18,-0.97,-0.06,4.14,-85.28,10.24
-0.13,-1.0,-0.09,1.56,-87.39,5.25
-0.11,-1.02,-0.1,2.7,-88.87,6.95
-0.16,-1.05,-0.09,5.25,-90.72,5.66
-0.07,-1.1,-0.14,11.53,-84.41,7.21
-0.07,-1.07,-0.13,17.04,-78.64,11.22
-0.07,-1.03,-0.16,20.55,-70.52,15.34
-0.15,-0.94,-0.15,20.4,-68.4,23.33
-0.24,-0.89,-0.14,15.66,-73.11,24.44
-0.3,-0.89,-0.12,8.17,-82.05,19.36
-0.27,-0.9,-0.12,-0.99,-91.89,8.46
-0.09,-0.94,-0.18,-6.84,-84.73,-3.05
-0.09,-0.95,-0.2,-11.19,-77.48,-5.62
-0.12,-0.98,-0.2,-16.0,-72.11,-15.33
-0.14,-0.97,-0.2,-20.7,-72.47,-20.58
-0.05,-1.03,-0.23,-20.81,-67.4,-21.47
-0.06,-1.06,-0.22,-16.41,-60.56,-15.39
-0.09,-1.07,-0.21,-10.27,-58.41,-5.56
-0.13,-1.05,-0.21,-3.98,-56.87,6.64
-0.21,-1.05,-0.18,1.05,-60.93,11.91
-0.19,-1.0,-0.22,2.12,-66.14,12.73
