acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
-0.2,-0.94,-0.08,-8.67,-2.21,1.6
-0.21,-0.96,-0.08,-9.36,-2.9,1.15
-0.2,-1.0,-0.07,-9.95,-3.63,0.6
-0.2,-1.03,-0.07,-8.52,-3.53,0.09
-0.19,-1.07,-0.08,-6.64,-4.41,-1.56
-0.18,-1.07,-0.1,-3.56,-3.8,-1.68
-0.15,-1.08,-0.11,-0.85,-2.75,-0.82
-0.16,-1.09,-0.13,1.83,-1.6,-1.28
-0.16,-1.12,-0.13,4.81,-1.05,-2.5
-0.22,-1.13,-0.14,7.54,-2.37,-4.24
-0.13,-1.21,-0.15,12.35,1.08,-1.07
-0.15,-1.25,-0.13,22.12,5.07,1.31
-0.14,-1.23,-0.13,27.13,6.56,-3.11
-0.15,-1.2,-0.14,30.76,7.62,-6.11
-0.18,-1.22,-0.13,34.85,8.24,-7.82
-0.18,-1.2,-0.13,39.13,8.6,-7.94
-0.15,-1.21,-0.14,42.05,11.63,-9.94
-0.15,-1.23,-0.13,43.8,13.07,-11.28
-0.17,-1.32,-0.08,48.7,14.67,-15.3
-0.16,-1.29,-0.09,56.61,14.67,-12.5
-0.14,-1.28,-0.08,64.27,16.87,-14.56
-0.13,-1.21,-0.1,66.66,17.07,-20.06
-0.15,-1.16,-0.09,65.04,17.28,-24.44
-0.17,-1.19,-0.07,67.16,18.08,-23.94
-0.18,-1.18,-0.04,69.76,19.3,-22.87
-0.2,-1.18,-0.02,71.33,19.48,-23.94
-0.18,-1.18,0.01,72.75,19.88,-24.55
-0.18,-1.16,0.04,72.49,20.06,-33.11
-0.17,-1.0,0.0,65.27,16.38,-41.01
-0.14,-0.98,0.0,58.82,18.92,-49.51
-0.16,-0.97,0.03,51.69,16.75,-54.47
-0.15,-1.0,0.05,48.03,16.87,-56.81
-0.14,-1.05,0.07,50.32,17.66,-54.92
-0.17,-1.03,0.11,53.19,16.85,-54.55
-0.13,-1.02,0.1,56.32,16.11,-54.0
-0.11,-0.95,0.09,56.23,17.08,-56.44
-0.1,-0.9,0.11,52.08,17.05,-61.01
-0.07,-0.85,0.08,45.95,17.57,-64.92
-0.07,-0.86,0.11,39.97,19.24,-66.7
-0.11,-0.88,0.14,37.69,18.05,-65.45
-0.13,-0.92,0.18,38.05,15.71,-63.24
-0.1,-0.95,0.18,41.85,15.24,-57.45
-0.09,-0.95,0.19,47.57,16.47,-51.39
-0.1,-0.9,0.2,48.4,15.91,-48.49
-0.07,-0.87,0.2,47.34,15.44,-48.7
-0.04,-0.85,0.2,44.5,15.65,-51.34
-0.05,-0.83,0.22,40.55,14.67,-56.85
-0.06,-0.84,0.23,37.57,12.9,-60.37
-0.05,-0.84,0.24,35.34,11.53,-63.63
-0.04,-0.85,0.25,35.37,11.11,-63.34
-0.04,-0.88,0.28,39.63,11.62,-58.15
-0.05,-0.86,0.3,46.43,11.89,-51.37
-0.07,-0.82,0.32,52.58,10.75,-44.66
-0.06,-0.76,0.32,56.84,8.93,-39.02
-0.05,-0.69,0.33,56.84,6.44,-37.3
-0.02,-0.63,0.34,54.56,4.79,-35.95
0.01,-0.55,0.31,50.66,4.89,-33.92
-0.0,-0.49,0.32,44.4,3.53,-31.74
-0.02,-0.44,0.32,36.06,0.41,-31.1
-0.02,-0.41,0.33,25.83,-2.9,-28.73
0.01,-0.45,0.34,19.02,-4.06,-22.96
0.05,-0.47,0.34,14.95,-3.79,-16.27
0.08,-0.46,0.33,10.67,-3.56,-12.49
0.1,-0.44,0.31,4.6,-2.49,-9.33
0.09,-0.47,0.32,0.78,-2.85,-5.02
0.11,-0.47,0.33,1.28,-2.14,2.53
0.09,-0.45,0.33,1.95,-0.21,11.28
0.08,-0.42,0.32,1.62,-0.32,20.03
0.08,-0.39,0.29,-2.47,-0.81,27.01
0.09,-0.38,0.25,-8.96,0.34,33.22
0.1,-0.39,0.23,-19.02,0.38,35.33
0.14,-0.43,0.21,-30.89,2.85,33.18
0.13,-0.51,0.2,-42.46,6.15,30.0
0.1,-0.6,0.22,-50.95,9.39,26.5
0.04,-0.7,0.26,-53.89,10.76,26.73
-0.02,-0.8,0.32,-48.61,10.64,33.66
-0.09,-0.88,0.37,-36.67,8.5,45.56
-0.13,-0.89,0.38,-22.84,4.96,58.0
-0.12,-0.86,0.36,-12.03,1.16,68.29
-0.07,-0.84,0.32,-6.35,0.08,76.31
-0.04,-0.81,0.29,-5.54,1.02,80.18
-0.03,-0.81,0.28,-6.92,1.37,79.37
-0.01,-0.8,0.26,-9.22,2.08,76.56
0.01,-0.79,0.25,-9.22,3.54,73.04
0.0,-0.7,0.21,-13.98,4.9,68.0
-0.03,-0.65,0.19,-25.42,7.37,65.45
-0.06,-0.71,0.19,-36.66,9.27,65.31
-0.08,-0.76,0.2,-44.93,9.89,64.35
-0.09,-0.84,0.23,-51.21,10.37,61.91
-0.09,-0.91,0.24,-51.45,10.69,58.75
-0.1,-0.95,0.25,-47.76,11.44,55.76
-0.15,-0.95,0.26,-43.94,11.18,53.95
-0.17,-0.94,0.25,-39.79,9.11,56.27
-0.16,-0.88,0.21,-38.78,9.3,57.63
-0.16,-0.79,0.16,-47.02,10.18,55.79
-0.17,-0.78,0.16,-60.92,9.57,50.6
-0.15,-0.83,0.16,-71.73,9.1,45.77
-0.2,-0.91,0.17,-78.61,7.97,41.21
-0.23,-1.02,0.21,-77.98,6.35,40.67
-0.25,-1.07,0.2,-71.74,4.58,40.72
