acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
-0.13,-0.97,0.0,-9.33,-0.63,1.02
-0.14,-0.98,0.01,-7.88,-1.31,1.18
-0.14,-0.98,0.01,-6.76,-1.92,1.19
-0.14,-0.97,0.0,-5.95,-1.95,2.53
-0.15,-0.97,0.01,-4.61,-3.04,1.62
-0.13,-0.97,0.01,-3.91,-3.28,3.15
-0.12,-0.96,0.01,-2.21,-3.5,3.05
-0.1,-0.92,0.01,-3.02,-2.75,3.01
-0.11,-0.88,0.01,-5.85,-2.11,3.11
-0.11,-0.86,0.01,-9.76,-2.31,2.89
-0.12,-0.86,0.04,-13.45,-3.24,3.01
-0.12,-0.89,0.06,-16.06,-4.11,3.76
-0.04,-0.93,0.05,-16.84,-2.23,3.97
-0.04,-0.98,0.07,-16.53,0.52,2.05
-0.08,-1.02,0.08,-14.99,0.26,-1.65
-0.1,-1.05,0.09,-13.27,-1.5,-6.87
-0.11,-1.07,0.11,-10.84,-4.15,-11.34
-0.1,-1.07,0.12,-7.83,-5.53,-10.63
-0.11,-1.06,0.12,-4.73,-6.38,-7.86
-0.12,-1.04,0.13,-2.99,-8.05,-4.38
-0.12,-1.02,0.14,-2.5,-9.97,-0.66
-0.09,-1.01,0.14,-1.76,-12.29,3.31
-0.05,-1.03,0.15,0.46,-13.19,6.08
-0.01,-1.06,0.15,4.81,-13.33,6.24
0.06,-1.05,0.14,9.44,-12.12,5.31
0.12,-1.02,0.11,12.82,-8.72,3.98
0.12,-0.97,0.1,11.89,-4.95,0.41
0.09,-0.93,0.1,7.16,-3.3,-5.45
0.07,-0.92,0.11,1.01,-1.28,-8.69
0.02,-0.95,0.16,-2.37,-0.12,-8.0
-0.01,-1.03,0.2,-1.51,-0.56,-3.62
0.01,-1.06,0.21,3.44,-0.43,2.41
0.02,-1.05,0.21,9.07,0.41,6.99
0.03,-1.03,0.2,12.95,-0.03,8.4
0.05,-1.01,0.2,16.02,-0.03,7.11
0.1,-1.02,0.18,20.6,2.5,6.05
0.11,-1.0,0.15,23.02,7.51,1.53
0.04,-0.91,0.11,16.12,10.75,-7.25
-0.02,-0.91,0.11,7.48,11.08,-13.22
-0.05,-0.95,0.12,2.81,11.54,-12.06
-0.09,-1.01,0.14,1.83,11.66,-7.65
-0.11,-1.07,0.16,8.14,8.53,0.21
-0.07,-1.08,0.16,16.93,7.74,8.81
-0.02,-1.03,0.15,23.28,8.34,14.99
-0.02,-0.96,0.11,25.68,8.98,13.85
-0.0,-0.87,0.05,20.92,11.07,7.36
0.0,-0.8,-0.01,10.78,13.13,0.05
-0.06,-0.79,-0.04,-1.66,15.47,-4.5
-0.13,-0.84,-0.02,-11.91,16.02,-1.77
-0.19,-0.97,0.03,-14.7,14.18,4.43
-0.16,-1.12,0.08,-8.21,12.56,9.92
-0.16,-1.15,0.11,2.32,11.5,12.75
-0.15,-1.1,0.1,11.65,9.24,12.99
-0.1,-1.01,0.03,18.67,9.92,12.9
-0.12,-0.88,-0.03,17.37,10.56,10.98
-0.13,-0.76,-0.07,6.89,10.15,11.57
-0.1,-0.77,-0.09,-3.22,12.55,16.55
-0.08,-0.82,-0.08,-9.65,16.76,21.3
-0.08,-0.88,-0.08,-12.73,19.97,20.09
-0.08,-0.93,-0.08,-12.31,22.5,17.15
-0.14,-0.95,-0.06,-9.44,23.83,15.42
-0.25,-0.97,-0.01,-3.98,18.38,14.17
-0.25,-0.93,-0.03,1.21,14.64,18.78
-0.26,-0.9,-0.03,2.55,12.99,22.49
-0.28,-0.88,-0.06,1.4,10.2,23.11
-0.3,-0.88,-0.08,-1.36,6.24,18.66
-0.27,-0.85,-0.1,-4.55,3.95,16.43
-0.24,-0.85,-0.12,-6.5,2.84,14.75
-0.2,-0.89,-0.11,-7.45,3.37,10.34
-0.23,-0.92,-0.12,-8.34,3.42,5.36
-0.3,-0.9,-0.16,-9.69,1.98,4.38
-0.32,-0.9,-0.2,-12.85,0.78,6.63
-0.31,-0.91,-0.24,-16.21,1.33,7.13
-0.31,-0.91,-0.24,-22.14,1.68,5.4
-0.3,-0.94,-0.22,-27.63,1.1,1.97
-0.28,-1.05,-0.18,-28.12,2.21,-1.08
-0.32,-1.12,-0.16,-23.02,1.01,-5.1
-0.32,-1.08,-0.17,-18.55,0.61,-6.47
-0.33,-1.04,-0.18,-16.58,-0.92,-5.82
-0.36,-1.01,-0.21,-18.31,-2.95,-4.53
-0.32,-1.01,-0.21,-24.17,-4.21,-4.99
-0.27,-1.08,-0.2,-27.66,-3.69,-9.1
-0.24,-1.13,-0.18,-28.58,-2.56,-15.02
-0.28,-1.18,-0.15,-25.82,-1.77,-18.27
-0.31,-1.22,-0.14,-18.6,-2.7,-18.14
-0.31,-1.22,-0.14,-10.72,-3.22,-17.01
-0.3,-1.18,-0.15,-5.21,-3.69,-16.84
-0.29,-1.14,-0.15,-0.9,-4.49,-16.38
-0.27,-1.1,-0.14,1.62,-5.54,-18.31
-0.26,-1.06,-0.14,1.98,-7.31,-22.72
-0.25,-1.01,-0.16,-0.49,-9.24,-26.43
-0.25,-0.99,-0.16,-3.53,-11.16,-28.87
-0.24,-1.0,-0.17,-6.17,-12.03,-29.57
